quarter,year,city,cpi_index
Sep-1948,1948,Australia,3.7
Sep-1948,1948,Greater Sydney,3.7
Sep-1948,1948,Greater Melbourne,3.8
Sep-1948,1948,Greater Brisbane,3.7
Sep-1948,1948,Greater Adelaide,3.8
Sep-1948,1948,Greater Perth,3.7
Sep-1948,1948,Greater Hobart,3.8
Sep-1948,1948,Australian Capital Territory,3.9
Dec-1948,1948,Australia,3.8
Dec-1948,1948,Greater Sydney,3.7
Dec-1948,1948,Greater Melbourne,3.8
Dec-1948,1948,Greater Brisbane,3.7
Dec-1948,1948,Greater Adelaide,3.9
Dec-1948,1948,Greater Perth,3.8
Dec-1948,1948,Greater Hobart,3.9
Dec-1948,1948,Australian Capital Territory,4.1
Mar-1949,1949,Australia,3.9
Mar-1949,1949,Greater Sydney,3.9
Mar-1949,1949,Greater Melbourne,3.9
Mar-1949,1949,Greater Brisbane,3.8
Mar-1949,1949,Greater Adelaide,4.0
Mar-1949,1949,Greater Perth,3.9
Mar-1949,1949,Greater Hobart,4.0
Mar-1949,1949,Australian Capital Territory,4.1
Jun-1949,1949,Australia,4.0
Jun-1949,1949,Greater Sydney,3.9
Jun-1949,1949,Greater Melbourne,4.0
Jun-1949,1949,Greater Brisbane,3.9
Jun-1949,1949,Greater Adelaide,4.0
Jun-1949,1949,Greater Perth,4.0
Jun-1949,1949,Greater Hobart,4.1
Jun-1949,1949,Australian Capital Territory,4.2
Sep-1949,1949,Australia,4.1
Sep-1949,1949,Greater Sydney,4.0
Sep-1949,1949,Greater Melbourne,4.1
Sep-1949,1949,Greater Brisbane,4.0
Sep-1949,1949,Greater Adelaide,4.1
Sep-1949,1949,Greater Perth,4.1
Sep-1949,1949,Greater Hobart,4.1
Sep-1949,1949,Australian Capital Territory,4.3
Dec-1949,1949,Australia,4.1
Dec-1949,1949,Greater Sydney,4.1
Dec-1949,1949,Greater Melbourne,4.2
Dec-1949,1949,Greater Brisbane,4.1
Dec-1949,1949,Greater Adelaide,4.1
Dec-1949,1949,Greater Perth,4.2
Dec-1949,1949,Greater Hobart,4.2
Dec-1949,1949,Australian Capital Territory,4.3
Mar-1950,1950,Australia,4.2
Mar-1950,1950,Greater Sydney,4.1
Mar-1950,1950,Greater Melbourne,4.3
Mar-1950,1950,Greater Brisbane,4.1
Mar-1950,1950,Greater Adelaide,4.2
Mar-1950,1950,Greater Perth,4.2
Mar-1950,1950,Greater Hobart,4.2
Mar-1950,1950,Australian Capital Territory,4.4
Jun-1950,1950,Australia,4.3
Jun-1950,1950,Greater Sydney,4.3
Jun-1950,1950,Greater Melbourne,4.4
Jun-1950,1950,Greater Brisbane,4.2
Jun-1950,1950,Greater Adelaide,4.4
Jun-1950,1950,Greater Perth,4.4
Jun-1950,1950,Greater Hobart,4.3
Jun-1950,1950,Australian Capital Territory,4.6
Sep-1950,1950,Australia,4.4
Sep-1950,1950,Greater Sydney,4.4
Sep-1950,1950,Greater Melbourne,4.5
Sep-1950,1950,Greater Brisbane,4.3
Sep-1950,1950,Greater Adelaide,4.4
Sep-1950,1950,Greater Perth,4.5
Sep-1950,1950,Greater Hobart,4.4
Sep-1950,1950,Australian Capital Territory,4.7
Dec-1950,1950,Australia,4.6
Dec-1950,1950,Greater Sydney,4.6
Dec-1950,1950,Greater Melbourne,4.6
Dec-1950,1950,Greater Brisbane,4.4
Dec-1950,1950,Greater Adelaide,4.6
Dec-1950,1950,Greater Perth,4.6
Dec-1950,1950,Greater Hobart,4.5
Dec-1950,1950,Australian Capital Territory,4.8
Mar-1951,1951,Australia,4.8
Mar-1951,1951,Greater Sydney,4.7
Mar-1951,1951,Greater Melbourne,4.9
Mar-1951,1951,Greater Brisbane,4.7
Mar-1951,1951,Greater Adelaide,4.8
Mar-1951,1951,Greater Perth,4.8
Mar-1951,1951,Greater Hobart,4.8
Mar-1951,1951,Australian Capital Territory,5.1
Jun-1951,1951,Australia,5.1
Jun-1951,1951,Greater Sydney,5.1
Jun-1951,1951,Greater Melbourne,5.1
Jun-1951,1951,Greater Brisbane,4.9
Jun-1951,1951,Greater Adelaide,5.1
Jun-1951,1951,Greater Perth,5.1
Jun-1951,1951,Greater Hobart,5.2
Jun-1951,1951,Australian Capital Territory,5.4
Sep-1951,1951,Australia,5.3
Sep-1951,1951,Greater Sydney,5.4
Sep-1951,1951,Greater Melbourne,5.4
Sep-1951,1951,Greater Brisbane,5.1
Sep-1951,1951,Greater Adelaide,5.4
Sep-1951,1951,Greater Perth,5.4
Sep-1951,1951,Greater Hobart,5.4
Sep-1951,1951,Australian Capital Territory,5.7
Dec-1951,1951,Australia,5.7
Dec-1951,1951,Greater Sydney,5.7
Dec-1951,1951,Greater Melbourne,5.8
Dec-1951,1951,Greater Brisbane,5.6
Dec-1951,1951,Greater Adelaide,5.7
Dec-1951,1951,Greater Perth,5.7
Dec-1951,1951,Greater Hobart,5.8
Dec-1951,1951,Australian Capital Territory,6.0
Mar-1952,1952,Australia,5.9
Mar-1952,1952,Greater Sydney,5.9
Mar-1952,1952,Greater Melbourne,5.9
Mar-1952,1952,Greater Brisbane,5.8
Mar-1952,1952,Greater Adelaide,5.9
Mar-1952,1952,Greater Perth,6.0
Mar-1952,1952,Greater Hobart,6.0
Mar-1952,1952,Australian Capital Territory,6.2
Jun-1952,1952,Australia,6.1
Jun-1952,1952,Greater Sydney,6.1
Jun-1952,1952,Greater Melbourne,6.2
Jun-1952,1952,Greater Brisbane,5.9
Jun-1952,1952,Greater Adelaide,6.2
Jun-1952,1952,Greater Perth,6.2
Jun-1952,1952,Greater Hobart,6.2
Jun-1952,1952,Australian Capital Territory,6.5
Sep-1952,1952,Australia,6.2
Sep-1952,1952,Greater Sydney,6.2
Sep-1952,1952,Greater Melbourne,6.3
Sep-1952,1952,Greater Brisbane,6.1
Sep-1952,1952,Greater Adelaide,6.3
Sep-1952,1952,Greater Perth,6.4
Sep-1952,1952,Greater Hobart,6.3
Sep-1952,1952,Australian Capital Territory,6.7
Dec-1952,1952,Australia,6.3
Dec-1952,1952,Greater Sydney,6.3
Dec-1952,1952,Greater Melbourne,6.3
Dec-1952,1952,Greater Brisbane,6.1
Dec-1952,1952,Greater Adelaide,6.3
Dec-1952,1952,Greater Perth,6.4
Dec-1952,1952,Greater Hobart,6.4
Dec-1952,1952,Australian Capital Territory,6.7
Mar-1953,1953,Australia,6.3
Mar-1953,1953,Greater Sydney,6.3
Mar-1953,1953,Greater Melbourne,6.4
Mar-1953,1953,Greater Brisbane,6.1
Mar-1953,1953,Greater Adelaide,6.4
Mar-1953,1953,Greater Perth,6.5
Mar-1953,1953,Greater Hobart,6.5
Mar-1953,1953,Australian Capital Territory,6.8
Jun-1953,1953,Australia,6.4
Jun-1953,1953,Greater Sydney,6.4
Jun-1953,1953,Greater Melbourne,6.5
Jun-1953,1953,Greater Brisbane,6.2
Jun-1953,1953,Greater Adelaide,6.4
Jun-1953,1953,Greater Perth,6.5
Jun-1953,1953,Greater Hobart,6.6
Jun-1953,1953,Australian Capital Territory,6.8
Sep-1953,1953,Australia,6.5
Sep-1953,1953,Greater Sydney,6.4
Sep-1953,1953,Greater Melbourne,6.5
Sep-1953,1953,Greater Brisbane,6.2
Sep-1953,1953,Greater Adelaide,6.5
Sep-1953,1953,Greater Perth,6.6
Sep-1953,1953,Greater Hobart,6.8
Sep-1953,1953,Australian Capital Territory,6.9
Dec-1953,1953,Australia,6.4
Dec-1953,1953,Greater Sydney,6.4
Dec-1953,1953,Greater Melbourne,6.5
Dec-1953,1953,Greater Brisbane,6.2
Dec-1953,1953,Greater Adelaide,6.5
Dec-1953,1953,Greater Perth,6.6
Dec-1953,1953,Greater Hobart,6.8
Dec-1953,1953,Australian Capital Territory,7.0
Mar-1954,1954,Australia,6.5
Mar-1954,1954,Greater Sydney,6.4
Mar-1954,1954,Greater Melbourne,6.5
Mar-1954,1954,Greater Brisbane,6.2
Mar-1954,1954,Greater Adelaide,6.5
Mar-1954,1954,Greater Perth,6.6
Mar-1954,1954,Greater Hobart,6.8
Mar-1954,1954,Australian Capital Territory,6.9
Jun-1954,1954,Australia,6.5
Jun-1954,1954,Greater Sydney,6.4
Jun-1954,1954,Greater Melbourne,6.5
Jun-1954,1954,Greater Brisbane,6.2
Jun-1954,1954,Greater Adelaide,6.5
Jun-1954,1954,Greater Perth,6.7
Jun-1954,1954,Greater Hobart,6.8
Jun-1954,1954,Australian Capital Territory,6.9
Sep-1954,1954,Australia,6.5
Sep-1954,1954,Greater Sydney,6.4
Sep-1954,1954,Greater Melbourne,6.4
Sep-1954,1954,Greater Brisbane,6.2
Sep-1954,1954,Greater Adelaide,6.5
Sep-1954,1954,Greater Perth,6.7
Sep-1954,1954,Greater Hobart,6.7
Sep-1954,1954,Australian Capital Territory,6.9
Dec-1954,1954,Australia,6.5
Dec-1954,1954,Greater Sydney,6.4
Dec-1954,1954,Greater Melbourne,6.4
Dec-1954,1954,Greater Brisbane,6.2
Dec-1954,1954,Greater Adelaide,6.5
Dec-1954,1954,Greater Perth,6.7
Dec-1954,1954,Greater Hobart,6.7
Dec-1954,1954,Australian Capital Territory,7.0
Mar-1955,1955,Australia,6.5
Mar-1955,1955,Greater Sydney,6.5
Mar-1955,1955,Greater Melbourne,6.5
Mar-1955,1955,Greater Brisbane,6.3
Mar-1955,1955,Greater Adelaide,6.6
Mar-1955,1955,Greater Perth,6.7
Mar-1955,1955,Greater Hobart,6.8
Mar-1955,1955,Australian Capital Territory,7.0
Jun-1955,1955,Australia,6.6
Jun-1955,1955,Greater Sydney,6.5
Jun-1955,1955,Greater Melbourne,6.6
Jun-1955,1955,Greater Brisbane,6.3
Jun-1955,1955,Greater Adelaide,6.6
Jun-1955,1955,Greater Perth,6.8
Jun-1955,1955,Greater Hobart,6.8
Jun-1955,1955,Australian Capital Territory,7.1
Sep-1955,1955,Australia,6.6
Sep-1955,1955,Greater Sydney,6.5
Sep-1955,1955,Greater Melbourne,6.7
Sep-1955,1955,Greater Brisbane,6.3
Sep-1955,1955,Greater Adelaide,6.6
Sep-1955,1955,Greater Perth,6.8
Sep-1955,1955,Greater Hobart,7.0
Sep-1955,1955,Australian Capital Territory,7.2
Dec-1955,1955,Australia,6.7
Dec-1955,1955,Greater Sydney,6.6
Dec-1955,1955,Greater Melbourne,6.8
Dec-1955,1955,Greater Brisbane,6.4
Dec-1955,1955,Greater Adelaide,6.7
Dec-1955,1955,Greater Perth,6.9
Dec-1955,1955,Greater Hobart,7.1
Dec-1955,1955,Australian Capital Territory,7.2
Mar-1956,1956,Australia,6.7
Mar-1956,1956,Greater Sydney,6.6
Mar-1956,1956,Greater Melbourne,6.9
Mar-1956,1956,Greater Brisbane,6.5
Mar-1956,1956,Greater Adelaide,6.8
Mar-1956,1956,Greater Perth,6.9
Mar-1956,1956,Greater Hobart,7.2
Mar-1956,1956,Australian Capital Territory,7.3
Jun-1956,1956,Australia,7.0
Jun-1956,1956,Greater Sydney,6.9
Jun-1956,1956,Greater Melbourne,7.2
Jun-1956,1956,Greater Brisbane,6.7
Jun-1956,1956,Greater Adelaide,7.0
Jun-1956,1956,Greater Perth,7.1
Jun-1956,1956,Greater Hobart,7.4
Jun-1956,1956,Australian Capital Territory,7.4
Sep-1956,1956,Australia,7.1
Sep-1956,1956,Greater Sydney,7.1
Sep-1956,1956,Greater Melbourne,7.3
Sep-1956,1956,Greater Brisbane,6.8
Sep-1956,1956,Greater Adelaide,7.1
Sep-1956,1956,Greater Perth,7.1
Sep-1956,1956,Greater Hobart,7.5
Sep-1956,1956,Australian Capital Territory,7.6
Dec-1956,1956,Australia,7.1
Dec-1956,1956,Greater Sydney,7.1
Dec-1956,1956,Greater Melbourne,7.3
Dec-1956,1956,Greater Brisbane,6.8
Dec-1956,1956,Greater Adelaide,7.1
Dec-1956,1956,Greater Perth,7.2
Dec-1956,1956,Greater Hobart,7.6
Dec-1956,1956,Australian Capital Territory,7.7
Mar-1957,1957,Australia,7.1
Mar-1957,1957,Greater Sydney,7.1
Mar-1957,1957,Greater Melbourne,7.2
Mar-1957,1957,Greater Brisbane,6.8
Mar-1957,1957,Greater Adelaide,7.0
Mar-1957,1957,Greater Perth,7.2
Mar-1957,1957,Greater Hobart,7.6
Mar-1957,1957,Australian Capital Territory,7.7
Jun-1957,1957,Australia,7.2
Jun-1957,1957,Greater Sydney,7.1
Jun-1957,1957,Greater Melbourne,7.3
Jun-1957,1957,Greater Brisbane,6.9
Jun-1957,1957,Greater Adelaide,7.1
Jun-1957,1957,Greater Perth,7.3
Jun-1957,1957,Greater Hobart,7.6
Jun-1957,1957,Australian Capital Territory,7.7
Sep-1957,1957,Australia,7.2
Sep-1957,1957,Greater Sydney,7.2
Sep-1957,1957,Greater Melbourne,7.3
Sep-1957,1957,Greater Brisbane,6.9
Sep-1957,1957,Greater Adelaide,7.1
Sep-1957,1957,Greater Perth,7.3
Sep-1957,1957,Greater Hobart,7.6
Sep-1957,1957,Australian Capital Territory,7.7
Dec-1957,1957,Australia,7.2
Dec-1957,1957,Greater Sydney,7.2
Dec-1957,1957,Greater Melbourne,7.3
Dec-1957,1957,Greater Brisbane,6.9
Dec-1957,1957,Greater Adelaide,7.1
Dec-1957,1957,Greater Perth,7.2
Dec-1957,1957,Greater Hobart,7.6
Dec-1957,1957,Australian Capital Territory,7.7
Mar-1958,1958,Australia,7.2
Mar-1958,1958,Greater Sydney,7.3
Mar-1958,1958,Greater Melbourne,7.3
Mar-1958,1958,Greater Brisbane,7.0
Mar-1958,1958,Greater Adelaide,7.1
Mar-1958,1958,Greater Perth,7.2
Mar-1958,1958,Greater Hobart,7.6
Mar-1958,1958,Australian Capital Territory,7.7
Jun-1958,1958,Australia,7.2
Jun-1958,1958,Greater Sydney,7.3
Jun-1958,1958,Greater Melbourne,7.3
Jun-1958,1958,Greater Brisbane,7.0
Jun-1958,1958,Greater Adelaide,7.1
Jun-1958,1958,Greater Perth,7.3
Jun-1958,1958,Greater Hobart,7.6
Jun-1958,1958,Australian Capital Territory,7.8
Sep-1958,1958,Australia,7.2
Sep-1958,1958,Greater Sydney,7.2
Sep-1958,1958,Greater Melbourne,7.3
Sep-1958,1958,Greater Brisbane,7.1
Sep-1958,1958,Greater Adelaide,7.2
Sep-1958,1958,Greater Perth,7.3
Sep-1958,1958,Greater Hobart,7.6
Sep-1958,1958,Australian Capital Territory,7.7
Dec-1958,1958,Australia,7.3
Dec-1958,1958,Greater Sydney,7.3
Dec-1958,1958,Greater Melbourne,7.5
Dec-1958,1958,Greater Brisbane,7.2
Dec-1958,1958,Greater Adelaide,7.2
Dec-1958,1958,Greater Perth,7.3
Dec-1958,1958,Greater Hobart,7.7
Dec-1958,1958,Australian Capital Territory,7.8
Mar-1959,1959,Australia,7.3
Mar-1959,1959,Greater Sydney,7.3
Mar-1959,1959,Greater Melbourne,7.5
Mar-1959,1959,Greater Brisbane,7.2
Mar-1959,1959,Greater Adelaide,7.3
Mar-1959,1959,Greater Perth,7.4
Mar-1959,1959,Greater Hobart,7.7
Mar-1959,1959,Australian Capital Territory,7.8
Jun-1959,1959,Australia,7.3
Jun-1959,1959,Greater Sydney,7.3
Jun-1959,1959,Greater Melbourne,7.5
Jun-1959,1959,Greater Brisbane,7.2
Jun-1959,1959,Greater Adelaide,7.3
Jun-1959,1959,Greater Perth,7.4
Jun-1959,1959,Greater Hobart,7.7
Jun-1959,1959,Australian Capital Territory,7.9
Sep-1959,1959,Australia,7.4
Sep-1959,1959,Greater Sydney,7.3
Sep-1959,1959,Greater Melbourne,7.6
Sep-1959,1959,Greater Brisbane,7.3
Sep-1959,1959,Greater Adelaide,7.4
Sep-1959,1959,Greater Perth,7.4
Sep-1959,1959,Greater Hobart,7.7
Sep-1959,1959,Australian Capital Territory,7.9
Dec-1959,1959,Australia,7.5
Dec-1959,1959,Greater Sydney,7.4
Dec-1959,1959,Greater Melbourne,7.6
Dec-1959,1959,Greater Brisbane,7.4
Dec-1959,1959,Greater Adelaide,7.4
Dec-1959,1959,Greater Perth,7.4
Dec-1959,1959,Greater Hobart,7.7
Dec-1959,1959,Australian Capital Territory,7.9
Mar-1960,1960,Australia,7.5
Mar-1960,1960,Greater Sydney,7.4
Mar-1960,1960,Greater Melbourne,7.7
Mar-1960,1960,Greater Brisbane,7.4
Mar-1960,1960,Greater Adelaide,7.5
Mar-1960,1960,Greater Perth,7.5
Mar-1960,1960,Greater Hobart,7.8
Mar-1960,1960,Australian Capital Territory,8.0
Jun-1960,1960,Australia,7.6
Jun-1960,1960,Greater Sydney,7.5
Jun-1960,1960,Greater Melbourne,7.9
Jun-1960,1960,Greater Brisbane,7.4
Jun-1960,1960,Greater Adelaide,7.6
Jun-1960,1960,Greater Perth,7.6
Jun-1960,1960,Greater Hobart,7.9
Jun-1960,1960,Australian Capital Territory,8.0
Sep-1960,1960,Australia,7.7
Sep-1960,1960,Greater Sydney,7.6
Sep-1960,1960,Greater Melbourne,8.0
Sep-1960,1960,Greater Brisbane,7.5
Sep-1960,1960,Greater Adelaide,7.7
Sep-1960,1960,Greater Perth,7.7
Sep-1960,1960,Greater Hobart,8.1
Sep-1960,1960,Australian Capital Territory,8.2
Dec-1960,1960,Australia,7.8
Dec-1960,1960,Greater Sydney,7.7
Dec-1960,1960,Greater Melbourne,8.0
Dec-1960,1960,Greater Brisbane,7.6
Dec-1960,1960,Greater Adelaide,7.8
Dec-1960,1960,Greater Perth,7.7
Dec-1960,1960,Greater Hobart,8.2
Dec-1960,1960,Australian Capital Territory,8.2
Mar-1961,1961,Australia,7.8
Mar-1961,1961,Greater Sydney,7.7
Mar-1961,1961,Greater Melbourne,8.0
Mar-1961,1961,Greater Brisbane,7.7
Mar-1961,1961,Greater Adelaide,7.8
Mar-1961,1961,Greater Perth,7.8
Mar-1961,1961,Greater Hobart,8.3
Mar-1961,1961,Australian Capital Territory,8.2
Jun-1961,1961,Australia,7.9
Jun-1961,1961,Greater Sydney,7.8
Jun-1961,1961,Greater Melbourne,8.1
Jun-1961,1961,Greater Brisbane,7.7
Jun-1961,1961,Greater Adelaide,7.9
Jun-1961,1961,Greater Perth,7.9
Jun-1961,1961,Greater Hobart,8.3
Jun-1961,1961,Australian Capital Territory,8.3
Sep-1961,1961,Australia,7.8
Sep-1961,1961,Greater Sydney,7.7
Sep-1961,1961,Greater Melbourne,8.1
Sep-1961,1961,Greater Brisbane,7.7
Sep-1961,1961,Greater Adelaide,7.8
Sep-1961,1961,Greater Perth,7.8
Sep-1961,1961,Greater Hobart,8.4
Sep-1961,1961,Australian Capital Territory,8.3
Dec-1961,1961,Australia,7.8
Dec-1961,1961,Greater Sydney,7.7
Dec-1961,1961,Greater Melbourne,8.1
Dec-1961,1961,Greater Brisbane,7.7
Dec-1961,1961,Greater Adelaide,7.8
Dec-1961,1961,Greater Perth,7.7
Dec-1961,1961,Greater Hobart,8.3
Dec-1961,1961,Australian Capital Territory,8.4
Mar-1962,1962,Australia,7.8
Mar-1962,1962,Greater Sydney,7.7
Mar-1962,1962,Greater Melbourne,8.0
Mar-1962,1962,Greater Brisbane,7.8
Mar-1962,1962,Greater Adelaide,7.7
Mar-1962,1962,Greater Perth,7.8
Mar-1962,1962,Greater Hobart,8.3
Mar-1962,1962,Australian Capital Territory,8.3
Jun-1962,1962,Australia,7.8
Jun-1962,1962,Greater Sydney,7.7
Jun-1962,1962,Greater Melbourne,8.0
Jun-1962,1962,Greater Brisbane,7.8
Jun-1962,1962,Greater Adelaide,7.7
Jun-1962,1962,Greater Perth,7.8
Jun-1962,1962,Greater Hobart,8.3
Jun-1962,1962,Australian Capital Territory,8.3
Sep-1962,1962,Australia,7.8
Sep-1962,1962,Greater Sydney,7.7
Sep-1962,1962,Greater Melbourne,8.0
Sep-1962,1962,Greater Brisbane,7.8
Sep-1962,1962,Greater Adelaide,7.7
Sep-1962,1962,Greater Perth,7.8
Sep-1962,1962,Greater Hobart,8.3
Sep-1962,1962,Australian Capital Territory,8.3
Dec-1962,1962,Australia,7.8
Dec-1962,1962,Greater Sydney,7.8
Dec-1962,1962,Greater Melbourne,8.0
Dec-1962,1962,Greater Brisbane,7.8
Dec-1962,1962,Greater Adelaide,7.7
Dec-1962,1962,Greater Perth,7.8
Dec-1962,1962,Greater Hobart,8.3
Dec-1962,1962,Australian Capital Territory,8.4
Mar-1963,1963,Australia,7.8
Mar-1963,1963,Greater Sydney,7.8
Mar-1963,1963,Greater Melbourne,8.0
Mar-1963,1963,Greater Brisbane,7.8
Mar-1963,1963,Greater Adelaide,7.7
Mar-1963,1963,Greater Perth,7.9
Mar-1963,1963,Greater Hobart,8.3
Mar-1963,1963,Australian Capital Territory,8.3
Jun-1963,1963,Australia,7.8
Jun-1963,1963,Greater Sydney,7.8
Jun-1963,1963,Greater Melbourne,8.1
Jun-1963,1963,Greater Brisbane,7.8
Jun-1963,1963,Greater Adelaide,7.8
Jun-1963,1963,Greater Perth,7.9
Jun-1963,1963,Greater Hobart,8.3
Jun-1963,1963,Australian Capital Territory,8.3
Sep-1963,1963,Australia,7.9
Sep-1963,1963,Greater Sydney,7.8
Sep-1963,1963,Greater Melbourne,8.1
Sep-1963,1963,Greater Brisbane,7.8
Sep-1963,1963,Greater Adelaide,7.8
Sep-1963,1963,Greater Perth,7.9
Sep-1963,1963,Greater Hobart,8.3
Sep-1963,1963,Australian Capital Territory,8.4
Dec-1963,1963,Australia,7.9
Dec-1963,1963,Greater Sydney,7.8
Dec-1963,1963,Greater Melbourne,8.1
Dec-1963,1963,Greater Brisbane,7.8
Dec-1963,1963,Greater Adelaide,7.8
Dec-1963,1963,Greater Perth,7.9
Dec-1963,1963,Greater Hobart,8.4
Dec-1963,1963,Australian Capital Territory,8.4
Mar-1964,1964,Australia,8.0
Mar-1964,1964,Greater Sydney,7.8
Mar-1964,1964,Greater Melbourne,8.1
Mar-1964,1964,Greater Brisbane,7.9
Mar-1964,1964,Greater Adelaide,7.8
Mar-1964,1964,Greater Perth,8.0
Mar-1964,1964,Greater Hobart,8.4
Mar-1964,1964,Australian Capital Territory,8.4
Jun-1964,1964,Australia,8.0
Jun-1964,1964,Greater Sydney,7.9
Jun-1964,1964,Greater Melbourne,8.2
Jun-1964,1964,Greater Brisbane,8.0
Jun-1964,1964,Greater Adelaide,8.0
Jun-1964,1964,Greater Perth,8.0
Jun-1964,1964,Greater Hobart,8.4
Jun-1964,1964,Australian Capital Territory,8.4
Sep-1964,1964,Australia,8.1
Sep-1964,1964,Greater Sydney,8.0
Sep-1964,1964,Greater Melbourne,8.2
Sep-1964,1964,Greater Brisbane,8.1
Sep-1964,1964,Greater Adelaide,8.1
Sep-1964,1964,Greater Perth,8.1
Sep-1964,1964,Greater Hobart,8.5
Sep-1964,1964,Australian Capital Territory,8.5
Dec-1964,1964,Australia,8.2
Dec-1964,1964,Greater Sydney,8.1
Dec-1964,1964,Greater Melbourne,8.4
Dec-1964,1964,Greater Brisbane,8.1
Dec-1964,1964,Greater Adelaide,8.2
Dec-1964,1964,Greater Perth,8.1
Dec-1964,1964,Greater Hobart,8.6
Dec-1964,1964,Australian Capital Territory,8.7
Mar-1965,1965,Australia,8.2
Mar-1965,1965,Greater Sydney,8.1
Mar-1965,1965,Greater Melbourne,8.5
Mar-1965,1965,Greater Brisbane,8.2
Mar-1965,1965,Greater Adelaide,8.2
Mar-1965,1965,Greater Perth,8.2
Mar-1965,1965,Greater Hobart,8.6
Mar-1965,1965,Australian Capital Territory,8.7
Jun-1965,1965,Australia,8.3
Jun-1965,1965,Greater Sydney,8.2
Jun-1965,1965,Greater Melbourne,8.6
Jun-1965,1965,Greater Brisbane,8.3
Jun-1965,1965,Greater Adelaide,8.2
Jun-1965,1965,Greater Perth,8.3
Jun-1965,1965,Greater Hobart,8.8
Jun-1965,1965,Australian Capital Territory,8.8
Sep-1965,1965,Australia,8.4
Sep-1965,1965,Greater Sydney,8.3
Sep-1965,1965,Greater Melbourne,8.6
Sep-1965,1965,Greater Brisbane,8.4
Sep-1965,1965,Greater Adelaide,8.3
Sep-1965,1965,Greater Perth,8.4
Sep-1965,1965,Greater Hobart,8.9
Sep-1965,1965,Australian Capital Territory,8.8
Dec-1965,1965,Australia,8.5
Dec-1965,1965,Greater Sydney,8.4
Dec-1965,1965,Greater Melbourne,8.8
Dec-1965,1965,Greater Brisbane,8.5
Dec-1965,1965,Greater Adelaide,8.4
Dec-1965,1965,Greater Perth,8.4
Dec-1965,1965,Greater Hobart,9.0
Dec-1965,1965,Australian Capital Territory,8.9
Mar-1966,1966,Australia,8.6
Mar-1966,1966,Greater Sydney,8.4
Mar-1966,1966,Greater Melbourne,8.8
Mar-1966,1966,Greater Brisbane,8.6
Mar-1966,1966,Greater Adelaide,8.4
Mar-1966,1966,Greater Perth,8.5
Mar-1966,1966,Greater Hobart,8.9
Mar-1966,1966,Australian Capital Territory,8.9
Jun-1966,1966,Australia,8.6
Jun-1966,1966,Greater Sydney,8.4
Jun-1966,1966,Greater Melbourne,8.8
Jun-1966,1966,Greater Brisbane,8.7
Jun-1966,1966,Greater Adelaide,8.6
Jun-1966,1966,Greater Perth,8.7
Jun-1966,1966,Greater Hobart,9.0
Jun-1966,1966,Australian Capital Territory,8.9
Sep-1966,1966,Australia,8.6
Sep-1966,1966,Greater Sydney,8.5
Sep-1966,1966,Greater Melbourne,8.9
Sep-1966,1966,Greater Brisbane,8.7
Sep-1966,1966,Greater Adelaide,8.6
Sep-1966,1966,Greater Perth,8.7
Sep-1966,1966,Greater Hobart,9.0
Sep-1966,1966,Australian Capital Territory,9.0
Dec-1966,1966,Australia,8.7
Dec-1966,1966,Greater Sydney,8.5
Dec-1966,1966,Greater Melbourne,8.9
Dec-1966,1966,Greater Brisbane,8.8
Dec-1966,1966,Greater Adelaide,8.7
Dec-1966,1966,Greater Perth,8.8
Dec-1966,1966,Greater Hobart,9.0
Dec-1966,1966,Australian Capital Territory,9.0
Mar-1967,1967,Australia,8.8
Mar-1967,1967,Greater Sydney,8.6
Mar-1967,1967,Greater Melbourne,9.0
Mar-1967,1967,Greater Brisbane,8.8
Mar-1967,1967,Greater Adelaide,8.7
Mar-1967,1967,Greater Perth,8.9
Mar-1967,1967,Greater Hobart,9.2
Mar-1967,1967,Australian Capital Territory,9.1
Jun-1967,1967,Australia,8.9
Jun-1967,1967,Greater Sydney,8.7
Jun-1967,1967,Greater Melbourne,9.2
Jun-1967,1967,Greater Brisbane,8.9
Jun-1967,1967,Greater Adelaide,8.8
Jun-1967,1967,Greater Perth,9.0
Jun-1967,1967,Greater Hobart,9.3
Jun-1967,1967,Australian Capital Territory,9.2
Sep-1967,1967,Australia,9.0
Sep-1967,1967,Greater Sydney,8.8
Sep-1967,1967,Greater Melbourne,9.3
Sep-1967,1967,Greater Brisbane,9.0
Sep-1967,1967,Greater Adelaide,8.9
Sep-1967,1967,Greater Perth,9.0
Sep-1967,1967,Greater Hobart,9.5
Sep-1967,1967,Australian Capital Territory,9.3
Dec-1967,1967,Australia,9.0
Dec-1967,1967,Greater Sydney,8.8
Dec-1967,1967,Greater Melbourne,9.3
Dec-1967,1967,Greater Brisbane,9.0
Dec-1967,1967,Greater Adelaide,8.9
Dec-1967,1967,Greater Perth,9.1
Dec-1967,1967,Greater Hobart,9.6
Dec-1967,1967,Australian Capital Territory,9.3
Mar-1968,1968,Australia,9.1
Mar-1968,1968,Greater Sydney,8.9
Mar-1968,1968,Greater Melbourne,9.3
Mar-1968,1968,Greater Brisbane,9.1
Mar-1968,1968,Greater Adelaide,8.9
Mar-1968,1968,Greater Perth,9.1
Mar-1968,1968,Greater Hobart,9.5
Mar-1968,1968,Australian Capital Territory,9.3
Jun-1968,1968,Australia,9.1
Jun-1968,1968,Greater Sydney,8.9
Jun-1968,1968,Greater Melbourne,9.4
