quarter,year,city,cpi_index
Jun-1987,1987,Greater Brisbane,45.1
Jun-1987,1987,Greater Adelaide,45.6
Jun-1987,1987,Greater Perth,46.0
Jun-1987,1987,Greater Hobart,47.4
Jun-1987,1987,Greater Darwin,48.8
Jun-1987,1987,Australian Capital Territory,46.5
Sep-1987,1987,Australia,46.8
Sep-1987,1987,Greater Sydney,46.5
Sep-1987,1987,Greater Melbourne,47.6
Sep-1987,1987,Greater Brisbane,45.7
Sep-1987,1987,Greater Adelaide,46.1
Sep-1987,1987,Greater Perth,46.7
Sep-1987,1987,Greater Hobart,48.2
Sep-1987,1987,Greater Darwin,49.6
Sep-1987,1987,Australian Capital Territory,47.1
Dec-1987,1987,Australia,47.6
Dec-1987,1987,Greater Sydney,47.2
Dec-1987,1987,Greater Melbourne,48.4
Dec-1987,1987,Greater Brisbane,46.6
Dec-1987,1987,Greater Adelaide,47.1
Dec-1987,1987,Greater Perth,47.5
Dec-1987,1987,Greater Hobart,49.0
Dec-1987,1987,Greater Darwin,50.4
Dec-1987,1987,Australian Capital Territory,48.0
Mar-1988,1988,Australia,48.4
Mar-1988,1988,Greater Sydney,48.3
Mar-1988,1988,Greater Melbourne,49.1
Mar-1988,1988,Greater Brisbane,47.4
Mar-1988,1988,Greater Adelaide,47.7
Mar-1988,1988,Greater Perth,48.2
Mar-1988,1988,Greater Hobart,49.8
Mar-1988,1988,Greater Darwin,51.1
Mar-1988,1988,Australian Capital Territory,48.9
Jun-1988,1988,Australia,49.3
Jun-1988,1988,Greater Sydney,49.0
Jun-1988,1988,Greater Melbourne,50.1
Jun-1988,1988,Greater Brisbane,48.3
Jun-1988,1988,Greater Adelaide,48.5
Jun-1988,1988,Greater Perth,49.1
Jun-1988,1988,Greater Hobart,50.5
Jun-1988,1988,Greater Darwin,51.9
Jun-1988,1988,Australian Capital Territory,49.8
Sep-1988,1988,Australia,50.2
Sep-1988,1988,Greater Sydney,50.3
Sep-1988,1988,Greater Melbourne,50.8
Sep-1988,1988,Greater Brisbane,49.0
Sep-1988,1988,Greater Adelaide,49.5
Sep-1988,1988,Greater Perth,50.1
Sep-1988,1988,Greater Hobart,51.1
Sep-1988,1988,Greater Darwin,52.2
Sep-1988,1988,Australian Capital Territory,50.4
Dec-1988,1988,Australia,51.2
Dec-1988,1988,Greater Sydney,51.6
Dec-1988,1988,Greater Melbourne,51.7
Dec-1988,1988,Greater Brisbane,49.9
Dec-1988,1988,Greater Adelaide,50.3
Dec-1988,1988,Greater Perth,51.1
Dec-1988,1988,Greater Hobart,51.9
Dec-1988,1988,Greater Darwin,52.8
Dec-1988,1988,Australian Capital Territory,51.3
Mar-1989,1989,Australia,51.7
Mar-1989,1989,Greater Sydney,51.7
Mar-1989,1989,Greater Melbourne,52.4
Mar-1989,1989,Greater Brisbane,50.6
Mar-1989,1989,Greater Adelaide,51.3
Mar-1989,1989,Greater Perth,51.6
Mar-1989,1989,Greater Hobart,52.9
Mar-1989,1989,Greater Darwin,53.5
Mar-1989,1989,Australian Capital Territory,51.9
Jun-1989,1989,Australia,53.0
Jun-1989,1989,Greater Sydney,52.9
Jun-1989,1989,Greater Melbourne,53.8
Jun-1989,1989,Greater Brisbane,51.8
Jun-1989,1989,Greater Adelaide,52.3
Jun-1989,1989,Greater Perth,52.8
Jun-1989,1989,Greater Hobart,53.9
Jun-1989,1989,Greater Darwin,54.4
Jun-1989,1989,Australian Capital Territory,53.1
Sep-1989,1989,Australia,54.2
Sep-1989,1989,Greater Sydney,54.4
Sep-1989,1989,Greater Melbourne,55.0
Sep-1989,1989,Greater Brisbane,52.8
Sep-1989,1989,Greater Adelaide,53.2
Sep-1989,1989,Greater Perth,54.0
Sep-1989,1989,Greater Hobart,54.8
Sep-1989,1989,Greater Darwin,55.2
Sep-1989,1989,Australian Capital Territory,53.9
Dec-1989,1989,Australia,55.2
Dec-1989,1989,Greater Sydney,55.4
Dec-1989,1989,Greater Melbourne,56.0
Dec-1989,1989,Greater Brisbane,53.7
Dec-1989,1989,Greater Adelaide,54.0
Dec-1989,1989,Greater Perth,55.1
Dec-1989,1989,Greater Hobart,55.8
Dec-1989,1989,Greater Darwin,56.2
Dec-1989,1989,Australian Capital Territory,55.1
Mar-1990,1990,Australia,56.2
Mar-1990,1990,Greater Sydney,56.3
Mar-1990,1990,Greater Melbourne,56.9
Mar-1990,1990,Greater Brisbane,54.5
Mar-1990,1990,Greater Adelaide,54.8
Mar-1990,1990,Greater Perth,56.4
Mar-1990,1990,Greater Hobart,56.7
Mar-1990,1990,Greater Darwin,56.9
Mar-1990,1990,Australian Capital Territory,56.2
Jun-1990,1990,Australia,57.1
Jun-1990,1990,Greater Sydney,57.2
Jun-1990,1990,Greater Melbourne,58.0
Jun-1990,1990,Greater Brisbane,55.3
Jun-1990,1990,Greater Adelaide,55.8
Jun-1990,1990,Greater Perth,57.3
Jun-1990,1990,Greater Hobart,57.2
Jun-1990,1990,Greater Darwin,57.9
Jun-1990,1990,Australian Capital Territory,56.8
Sep-1990,1990,Australia,57.5
Sep-1990,1990,Greater Sydney,57.6
Sep-1990,1990,Greater Melbourne,58.5
Sep-1990,1990,Greater Brisbane,55.6
Sep-1990,1990,Greater Adelaide,56.5
Sep-1990,1990,Greater Perth,57.8
Sep-1990,1990,Greater Hobart,57.8
Sep-1990,1990,Greater Darwin,58.5
Sep-1990,1990,Australian Capital Territory,57.2
Dec-1990,1990,Australia,59.0
Dec-1990,1990,Greater Sydney,58.9
Dec-1990,1990,Greater Melbourne,60.2
Dec-1990,1990,Greater Brisbane,57.0
Dec-1990,1990,Greater Adelaide,58.2
Dec-1990,1990,Greater Perth,59.2
Dec-1990,1990,Greater Hobart,59.2
Dec-1990,1990,Greater Darwin,60.2
Dec-1990,1990,Australian Capital Territory,58.8
Mar-1991,1991,Australia,58.9
Mar-1991,1991,Greater Sydney,59.0
Mar-1991,1991,Greater Melbourne,59.9
Mar-1991,1991,Greater Brisbane,57.2
Mar-1991,1991,Greater Adelaide,58.1
Mar-1991,1991,Greater Perth,58.6
Mar-1991,1991,Greater Hobart,59.1
Mar-1991,1991,Greater Darwin,60.0
Mar-1991,1991,Australian Capital Territory,58.6
Jun-1991,1991,Australia,59.0
Jun-1991,1991,Greater Sydney,58.9
Jun-1991,1991,Greater Melbourne,60.3
Jun-1991,1991,Greater Brisbane,57.2
Jun-1991,1991,Greater Adelaide,58.4
Jun-1991,1991,Greater Perth,58.6
Jun-1991,1991,Greater Hobart,59.4
Jun-1991,1991,Greater Darwin,60.3
Jun-1991,1991,Australian Capital Territory,58.6
Sep-1991,1991,Australia,59.3
Sep-1991,1991,Greater Sydney,59.2
Sep-1991,1991,Greater Melbourne,60.8
Sep-1991,1991,Greater Brisbane,57.4
Sep-1991,1991,Greater Adelaide,58.8
Sep-1991,1991,Greater Perth,58.9
Sep-1991,1991,Greater Hobart,59.9
Sep-1991,1991,Greater Darwin,60.4
Sep-1991,1991,Australian Capital Territory,59.4
Dec-1991,1991,Australia,59.9
Dec-1991,1991,Greater Sydney,59.8
Dec-1991,1991,Greater Melbourne,61.2
Dec-1991,1991,Greater Brisbane,58.0
Dec-1991,1991,Greater Adelaide,59.3
Dec-1991,1991,Greater Perth,59.1
Dec-1991,1991,Greater Hobart,60.3
Dec-1991,1991,Greater Darwin,61.2
Dec-1991,1991,Australian Capital Territory,59.9
Mar-1992,1992,Australia,59.9
Mar-1992,1992,Greater Sydney,59.8
Mar-1992,1992,Greater Melbourne,61.2
Mar-1992,1992,Greater Brisbane,58.1
Mar-1992,1992,Greater Adelaide,59.6
Mar-1992,1992,Greater Perth,59.1
Mar-1992,1992,Greater Hobart,60.3
Mar-1992,1992,Greater Darwin,61.2
Mar-1992,1992,Australian Capital Territory,60.1
Jun-1992,1992,Australia,59.7
Jun-1992,1992,Greater Sydney,59.5
Jun-1992,1992,Greater Melbourne,61.1
Jun-1992,1992,Greater Brisbane,57.9
Jun-1992,1992,Greater Adelaide,59.6
Jun-1992,1992,Greater Perth,58.8
Jun-1992,1992,Greater Hobart,60.1
Jun-1992,1992,Greater Darwin,61.3
Jun-1992,1992,Australian Capital Territory,59.9
Sep-1992,1992,Australia,59.8
Sep-1992,1992,Greater Sydney,59.7
Sep-1992,1992,Greater Melbourne,61.0
Sep-1992,1992,Greater Brisbane,57.8
Sep-1992,1992,Greater Adelaide,60.0
Sep-1992,1992,Greater Perth,58.8
Sep-1992,1992,Greater Hobart,60.4
Sep-1992,1992,Greater Darwin,61.6
Sep-1992,1992,Australian Capital Territory,60.3
Dec-1992,1992,Australia,60.1
Dec-1992,1992,Greater Sydney,60.0
Dec-1992,1992,Greater Melbourne,61.1
Dec-1992,1992,Greater Brisbane,58.5
Dec-1992,1992,Greater Adelaide,60.3
Dec-1992,1992,Greater Perth,59.1
Dec-1992,1992,Greater Hobart,60.6
Dec-1992,1992,Greater Darwin,61.7
Dec-1992,1992,Australian Capital Territory,60.5
Mar-1993,1993,Australia,60.6
Mar-1993,1993,Greater Sydney,60.4
Mar-1993,1993,Greater Melbourne,61.9
Mar-1993,1993,Greater Brisbane,59.0
Mar-1993,1993,Greater Adelaide,60.8
Mar-1993,1993,Greater Perth,59.3
Mar-1993,1993,Greater Hobart,61.2
Mar-1993,1993,Greater Darwin,62.1
Mar-1993,1993,Australian Capital Territory,61.1
Jun-1993,1993,Australia,60.8
Jun-1993,1993,Greater Sydney,60.5
Jun-1993,1993,Greater Melbourne,62.2
Jun-1993,1993,Greater Brisbane,59.3
Jun-1993,1993,Greater Adelaide,61.2
Jun-1993,1993,Greater Perth,59.5
Jun-1993,1993,Greater Hobart,61.4
Jun-1993,1993,Greater Darwin,62.2
Jun-1993,1993,Australian Capital Territory,61.2
Sep-1993,1993,Australia,61.1
Sep-1993,1993,Greater Sydney,60.7
Sep-1993,1993,Greater Melbourne,62.4
Sep-1993,1993,Greater Brisbane,59.4
Sep-1993,1993,Greater Adelaide,61.4
Sep-1993,1993,Greater Perth,60.1
Sep-1993,1993,Greater Hobart,62.3
Sep-1993,1993,Greater Darwin,62.5
Sep-1993,1993,Australian Capital Territory,61.6
Dec-1993,1993,Australia,61.2
Dec-1993,1993,Greater Sydney,60.8
Dec-1993,1993,Greater Melbourne,62.6
Dec-1993,1993,Greater Brisbane,59.6
Dec-1993,1993,Greater Adelaide,61.4
Dec-1993,1993,Greater Perth,60.5
Dec-1993,1993,Greater Hobart,62.6
Dec-1993,1993,Greater Darwin,63.2
Dec-1993,1993,Australian Capital Territory,61.8
Mar-1994,1994,Australia,61.5
Mar-1994,1994,Greater Sydney,60.9
Mar-1994,1994,Greater Melbourne,62.8
Mar-1994,1994,Greater Brisbane,59.9
Mar-1994,1994,Greater Adelaide,61.9
Mar-1994,1994,Greater Perth,60.5
Mar-1994,1994,Greater Hobart,62.8
Mar-1994,1994,Greater Darwin,63.0
Mar-1994,1994,Australian Capital Territory,61.8
Jun-1994,1994,Australia,61.9
Jun-1994,1994,Greater Sydney,61.4
Jun-1994,1994,Greater Melbourne,63.3
Jun-1994,1994,Greater Brisbane,60.3
Jun-1994,1994,Greater Adelaide,62.3
Jun-1994,1994,Greater Perth,60.8
Jun-1994,1994,Greater Hobart,63.1
Jun-1994,1994,Greater Darwin,63.5
Jun-1994,1994,Australian Capital Territory,62.2
Sep-1994,1994,Australia,62.3
Sep-1994,1994,Greater Sydney,62.0
Sep-1994,1994,Greater Melbourne,63.4
Sep-1994,1994,Greater Brisbane,60.9
Sep-1994,1994,Greater Adelaide,62.6
Sep-1994,1994,Greater Perth,61.3
Sep-1994,1994,Greater Hobart,63.6
Sep-1994,1994,Greater Darwin,63.9
Sep-1994,1994,Australian Capital Territory,62.5
Dec-1994,1994,Australia,62.8
Dec-1994,1994,Greater Sydney,62.4
Dec-1994,1994,Greater Melbourne,63.9
Dec-1994,1994,Greater Brisbane,61.5
Dec-1994,1994,Greater Adelaide,63.2
Dec-1994,1994,Greater Perth,61.8
Dec-1994,1994,Greater Hobart,64.1
Dec-1994,1994,Greater Darwin,64.3
Dec-1994,1994,Australian Capital Territory,63.2
Mar-1995,1995,Australia,63.8
Mar-1995,1995,Greater Sydney,63.5
Mar-1995,1995,Greater Melbourne,65.0
Mar-1995,1995,Greater Brisbane,62.6
Mar-1995,1995,Greater Adelaide,64.2
Mar-1995,1995,Greater Perth,63.0
Mar-1995,1995,Greater Hobart,65.2
Mar-1995,1995,Greater Darwin,65.2
Mar-1995,1995,Australian Capital Territory,64.5
Jun-1995,1995,Australia,64.7
Jun-1995,1995,Greater Sydney,64.4
Jun-1995,1995,Greater Melbourne,65.6
Jun-1995,1995,Greater Brisbane,63.2
Jun-1995,1995,Greater Adelaide,64.7
Jun-1995,1995,Greater Perth,64.0
Jun-1995,1995,Greater Hobart,65.7
Jun-1995,1995,Greater Darwin,66.0
Jun-1995,1995,Australian Capital Territory,65.3
Sep-1995,1995,Australia,65.5
Sep-1995,1995,Greater Sydney,65.5
Sep-1995,1995,Greater Melbourne,66.4
Sep-1995,1995,Greater Brisbane,63.8
Sep-1995,1995,Greater Adelaide,65.4
Sep-1995,1995,Greater Perth,64.4
Sep-1995,1995,Greater Hobart,66.5
Sep-1995,1995,Greater Darwin,66.7
Sep-1995,1995,Australian Capital Territory,66.1
Dec-1995,1995,Australia,66.0
Dec-1995,1995,Greater Sydney,66.1
Dec-1995,1995,Greater Melbourne,66.9
Dec-1995,1995,Greater Brisbane,64.2
Dec-1995,1995,Greater Adelaide,66.0
Dec-1995,1995,Greater Perth,64.8
Dec-1995,1995,Greater Hobart,66.9
Dec-1995,1995,Greater Darwin,67.4
Dec-1995,1995,Australian Capital Territory,66.6
Mar-1996,1996,Australia,66.2
Mar-1996,1996,Greater Sydney,66.5
Mar-1996,1996,Greater Melbourne,66.8
Mar-1996,1996,Greater Brisbane,64.7
Mar-1996,1996,Greater Adelaide,66.2
Mar-1996,1996,Greater Perth,65.2
Mar-1996,1996,Greater Hobart,67.4
Mar-1996,1996,Greater Darwin,67.7
Mar-1996,1996,Australian Capital Territory,67.0
Jun-1996,1996,Australia,66.7
Jun-1996,1996,Greater Sydney,67.0
Jun-1996,1996,Greater Melbourne,67.3
Jun-1996,1996,Greater Brisbane,65.1
Jun-1996,1996,Greater Adelaide,66.5
Jun-1996,1996,Greater Perth,65.7
Jun-1996,1996,Greater Hobart,67.7
Jun-1996,1996,Greater Darwin,68.3
Jun-1996,1996,Australian Capital Territory,67.4
Sep-1996,1996,Australia,66.9
Sep-1996,1996,Greater Sydney,67.1
Sep-1996,1996,Greater Melbourne,67.6
Sep-1996,1996,Greater Brisbane,65.2
Sep-1996,1996,Greater Adelaide,66.6
Sep-1996,1996,Greater Perth,65.9
Sep-1996,1996,Greater Hobart,68.0
Sep-1996,1996,Greater Darwin,68.8
Sep-1996,1996,Australian Capital Territory,67.4
Dec-1996,1996,Australia,67.0
Dec-1996,1996,Greater Sydney,67.2
Dec-1996,1996,Greater Melbourne,67.7
Dec-1996,1996,Greater Brisbane,65.3
Dec-1996,1996,Greater Adelaide,66.8
Dec-1996,1996,Greater Perth,66.0
Dec-1996,1996,Greater Hobart,68.1
Dec-1996,1996,Greater Darwin,68.8
Dec-1996,1996,Australian Capital Territory,67.4
Mar-1997,1997,Australia,67.1
Mar-1997,1997,Greater Sydney,67.3
Mar-1997,1997,Greater Melbourne,67.8
Mar-1997,1997,Greater Brisbane,65.7
Mar-1997,1997,Greater Adelaide,66.8
Mar-1997,1997,Greater Perth,65.9
Mar-1997,1997,Greater Hobart,68.4
Mar-1997,1997,Greater Darwin,68.8
Mar-1997,1997,Australian Capital Territory,67.4
Jun-1997,1997,Australia,66.9
Jun-1997,1997,Greater Sydney,67.1
Jun-1997,1997,Greater Melbourne,67.7
Jun-1997,1997,Greater Brisbane,65.5
Jun-1997,1997,Greater Adelaide,66.4
Jun-1997,1997,Greater Perth,65.8
Jun-1997,1997,Greater Hobart,68.1
Jun-1997,1997,Greater Darwin,68.7
Jun-1997,1997,Australian Capital Territory,66.8
Sep-1997,1997,Australia,66.6
Sep-1997,1997,Greater Sydney,66.9
Sep-1997,1997,Greater Melbourne,67.5
Sep-1997,1997,Greater Brisbane,65.3
Sep-1997,1997,Greater Adelaide,66.0
Sep-1997,1997,Greater Perth,65.5
Sep-1997,1997,Greater Hobart,67.7
Sep-1997,1997,Greater Darwin,68.4
Sep-1997,1997,Australian Capital Territory,66.5
Dec-1997,1997,Australia,66.8
Dec-1997,1997,Greater Sydney,67.1
Dec-1997,1997,Greater Melbourne,67.7
Dec-1997,1997,Greater Brisbane,65.7
Dec-1997,1997,Greater Adelaide,66.0
Dec-1997,1997,Greater Perth,65.5
Dec-1997,1997,Greater Hobart,68.0
Dec-1997,1997,Greater Darwin,68.3
Dec-1997,1997,Australian Capital Territory,66.5
Mar-1998,1998,Australia,67.0
Mar-1998,1998,Greater Sydney,67.4
Mar-1998,1998,Greater Melbourne,67.6
Mar-1998,1998,Greater Brisbane,65.9
Mar-1998,1998,Greater Adelaide,66.3
Mar-1998,1998,Greater Perth,65.7
Mar-1998,1998,Greater Hobart,68.2
Mar-1998,1998,Greater Darwin,68.7
Mar-1998,1998,Australian Capital Territory,66.9
Jun-1998,1998,Australia,67.4
Jun-1998,1998,Greater Sydney,67.8
Jun-1998,1998,Greater Melbourne,68.0
Jun-1998,1998,Greater Brisbane,66.2
Jun-1998,1998,Greater Adelaide,66.7
Jun-1998,1998,Greater Perth,66.2
Jun-1998,1998,Greater Hobart,68.5
Jun-1998,1998,Greater Darwin,68.9
Jun-1998,1998,Australian Capital Territory,67.3
Sep-1998,1998,Australia,67.5
Sep-1998,1998,Greater Sydney,68.0
Sep-1998,1998,Greater Melbourne,68.0
Sep-1998,1998,Greater Brisbane,66.3
Sep-1998,1998,Greater Adelaide,67.0
Sep-1998,1998,Greater Perth,66.7
Sep-1998,1998,Greater Hobart,68.9
Sep-1998,1998,Greater Darwin,69.1
Sep-1998,1998,Australian Capital Territory,67.3
Dec-1998,1998,Australia,67.8
Dec-1998,1998,Greater Sydney,68.4
Dec-1998,1998,Greater Melbourne,68.3
Dec-1998,1998,Greater Brisbane,66.5
Dec-1998,1998,Greater Adelaide,67.3
Dec-1998,1998,Greater Perth,67.0
Dec-1998,1998,Greater Hobart,68.9
Dec-1998,1998,Greater Darwin,69.3
Dec-1998,1998,Australian Capital Territory,67.5
Mar-1999,1999,Australia,67.8
Mar-1999,1999,Greater Sydney,68.4
Mar-1999,1999,Greater Melbourne,68.3
Mar-1999,1999,Greater Brisbane,66.4
Mar-1999,1999,Greater Adelaide,66.8
Mar-1999,1999,Greater Perth,66.7
Mar-1999,1999,Greater Hobart,68.6
Mar-1999,1999,Greater Darwin,69.0
Mar-1999,1999,Australian Capital Territory,67.4
Jun-1999,1999,Australia,68.1
Jun-1999,1999,Greater Sydney,68.7
Jun-1999,1999,Greater Melbourne,68.6
Jun-1999,1999,Greater Brisbane,66.6
Jun-1999,1999,Greater Adelaide,67.3
Jun-1999,1999,Greater Perth,67.3
Jun-1999,1999,Greater Hobart,68.8
Jun-1999,1999,Greater Darwin,69.4
Jun-1999,1999,Australian Capital Territory,67.4
Sep-1999,1999,Australia,68.7
Sep-1999,1999,Greater Sydney,69.3
Sep-1999,1999,Greater Melbourne,69.3
Sep-1999,1999,Greater Brisbane,67.1
Sep-1999,1999,Greater Adelaide,68.1
Sep-1999,1999,Greater Perth,67.9
Sep-1999,1999,Greater Hobart,69.2
Sep-1999,1999,Greater Darwin,69.5
Sep-1999,1999,Australian Capital Territory,68.0
Dec-1999,1999,Australia,69.1
Dec-1999,1999,Greater Sydney,69.7
Dec-1999,1999,Greater Melbourne,69.7
Dec-1999,1999,Greater Brisbane,67.1
Dec-1999,1999,Greater Adelaide,68.5
Dec-1999,1999,Greater Perth,68.3
Dec-1999,1999,Greater Hobart,69.6
Dec-1999,1999,Greater Darwin,69.9
Dec-1999,1999,Australian Capital Territory,68.6
Mar-2000,2000,Australia,69.7
Mar-2000,2000,Greater Sydney,70.3
Mar-2000,2000,Greater Melbourne,70.5
Mar-2000,2000,Greater Brisbane,67.9
Mar-2000,2000,Greater Adelaide,69.1
Mar-2000,2000,Greater Perth,68.6
Mar-2000,2000,Greater Hobart,70.3
Mar-2000,2000,Greater Darwin,70.3
Mar-2000,2000,Australian Capital Territory,69.3
Jun-2000,2000,Australia,70.2
Jun-2000,2000,Greater Sydney,70.9
Jun-2000,2000,Greater Melbourne,70.9
Jun-2000,2000,Greater Brisbane,68.3
Jun-2000,2000,Greater Adelaide,69.5
Jun-2000,2000,Greater Perth,69.1
Jun-2000,2000,Greater Hobart,71.0
Jun-2000,2000,Greater Darwin,71.1
Jun-2000,2000,Australian Capital Territory,69.9
Sep-2000,2000,Australia,72.9
Sep-2000,2000,Greater Sydney,73.5
Sep-2000,2000,Greater Melbourne,73.6
Sep-2000,2000,Greater Brisbane,71.0
Sep-2000,2000,Greater Adelaide,72.1
Sep-2000,2000,Greater Perth,71.6
Sep-2000,2000,Greater Hobart,73.7
Sep-2000,2000,Greater Darwin,73.5
Sep-2000,2000,Australian Capital Territory,72.5
Dec-2000,2000,Australia,73.1
Dec-2000,2000,Greater Sydney,73.8
Dec-2000,2000,Greater Melbourne,73.9
Dec-2000,2000,Greater Brisbane,71.2
Dec-2000,2000,Greater Adelaide,72.2
Dec-2000,2000,Greater Perth,71.8
Dec-2000,2000,Greater Hobart,73.7
Dec-2000,2000,Greater Darwin,73.9
Dec-2000,2000,Australian Capital Territory,72.8
Mar-2001,2001,Australia,73.9
Mar-2001,2001,Greater Sydney,74.8
Mar-2001,2001,Greater Melbourne,74.7
Mar-2001,2001,Greater Brisbane,71.8
Mar-2001,2001,Greater Adelaide,73.0
Mar-2001,2001,Greater Perth,72.2
Mar-2001,2001,Greater Hobart,74.2
Mar-2001,2001,Greater Darwin,73.9
Mar-2001,2001,Australian Capital Territory,73.3
Jun-2001,2001,Australia,74.5
Jun-2001,2001,Greater Sydney,75.4
Jun-2001,2001,Greater Melbourne,75.1
Jun-2001,2001,Greater Brisbane,72.5
Jun-2001,2001,Greater Adelaide,73.6
Jun-2001,2001,Greater Perth,73.2
Jun-2001,2001,Greater Hobart,74.9
Jun-2001,2001,Greater Darwin,74.7
Jun-2001,2001,Australian Capital Territory,74.0
Sep-2001,2001,Australia,74.7
Sep-2001,2001,Greater Sydney,75.6
Sep-2001,2001,Greater Melbourne,75.5
Sep-2001,2001,Greater Brisbane,72.6
Sep-2001,2001,Greater Adelaide,73.7
Sep-2001,2001,Greater Perth,73.3
Sep-2001,2001,Greater Hobart,74.6
Sep-2001,2001,Greater Darwin,74.9
Sep-2001,2001,Australian Capital Territory,74.0
Dec-2001,2001,Australia,75.4
Dec-2001,2001,Greater Sydney,76.3
Dec-2001,2001,Greater Melbourne,76.1
Dec-2001,2001,Greater Brisbane,73.5
Dec-2001,2001,Greater Adelaide,74.4
Dec-2001,2001,Greater Perth,73.9
Dec-2001,2001,Greater Hobart,75.2
Dec-2001,2001,Greater Darwin,75.5
Dec-2001,2001,Australian Capital Territory,74.9
Mar-2002,2002,Australia,76.1
Mar-2002,2002,Greater Sydney,77.0
Mar-2002,2002,Greater Melbourne,76.9
Mar-2002,2002,Greater Brisbane,74.2
Mar-2002,2002,Greater Adelaide,75.0
Mar-2002,2002,Greater Perth,74.5
Mar-2002,2002,Greater Hobart,75.9
Mar-2002,2002,Greater Darwin,75.7
Mar-2002,2002,Australian Capital Territory,75.3
Jun-2002,2002,Australia,76.6
Jun-2002,2002,Greater Sydney,77.5
Jun-2002,2002,Greater Melbourne,77.3
Jun-2002,2002,Greater Brisbane,74.7
Jun-2002,2002,Greater Adelaide,75.7
Jun-2002,2002,Greater Perth,75.0
Jun-2002,2002,Greater Hobart,76.9
Jun-2002,2002,Greater Darwin,76.3
Jun-2002,2002,Australian Capital Territory,76.2
Sep-2002,2002,Australia,77.1
Sep-2002,2002,Greater Sydney,77.9
Sep-2002,2002,Greater Melbourne,77.9
Sep-2002,2002,Greater Brisbane,75.3
Sep-2002,2002,Greater Adelaide,76.4
Sep-2002,2002,Greater Perth,75.7
Sep-2002,2002,Greater Hobart,77.2
Sep-2002,2002,Greater Darwin,76.6
Sep-2002,2002,Australian Capital Territory,76.6
Dec-2002,2002,Australia,77.6
Dec-2002,2002,Greater Sydney,78.4
Dec-2002,2002,Greater Melbourne,78.5
Dec-2002,2002,Greater Brisbane,75.7
Dec-2002,2002,Greater Adelaide,77.1
Dec-2002,2002,Greater Perth,76.0
Dec-2002,2002,Greater Hobart,77.5
Dec-2002,2002,Greater Darwin,77.0
Dec-2002,2002,Australian Capital Territory,77.3
Mar-2003,2003,Australia,78.6
Mar-2003,2003,Greater Sydney,79.4
Mar-2003,2003,Greater Melbourne,79.6
Mar-2003,2003,Greater Brisbane,76.7
Mar-2003,2003,Greater Adelaide,78.7
Mar-2003,2003,Greater Perth,76.6
Mar-2003,2003,Greater Hobart,78.6
Mar-2003,2003,Greater Darwin,77.7
Mar-2003,2003,Australian Capital Territory,78.1
Jun-2003,2003,Australia,78.6
Jun-2003,2003,Greater Sydney,79.4
Jun-2003,2003,Greater Melbourne,79.6
Jun-2003,2003,Greater Brisbane,76.7
Jun-2003,2003,Greater Adelaide,78.6
Jun-2003,2003,Greater Perth,76.5
Jun-2003,2003,Greater Hobart,79.1
Jun-2003,2003,Greater Darwin,78.0
Jun-2003,2003,Australian Capital Territory,78.1
Sep-2003,2003,Australia,79.1
Sep-2003,2003,Greater Sydney,79.5
Sep-2003,2003,Greater Melbourne,80.1
Sep-2003,2003,Greater Brisbane,77.5
Sep-2003,2003,Greater Adelaide,79.2
Sep-2003,2003,Greater Perth,77.2
Sep-2003,2003,Greater Hobart,79.2
Sep-2003,2003,Greater Darwin,77.9
Sep-2003,2003,Australian Capital Territory,78.8
Dec-2003,2003,Australia,79.5
Dec-2003,2003,Greater Sydney,80.2
Dec-2003,2003,Greater Melbourne,80.3
Dec-2003,2003,Greater Brisbane,78.0
Dec-2003,2003,Greater Adelaide,79.6
Dec-2003,2003,Greater Perth,77.5
Dec-2003,2003,Greater Hobart,79.7
Dec-2003,2003,Greater Darwin,78.3
Dec-2003,2003,Australian Capital Territory,79.3
Mar-2004,2004,Australia,80.2
Mar-2004,2004,Greater Sydney,80.9
Mar-2004,2004,Greater Melbourne,81.1
Mar-2004,2004,Greater Brisbane,78.7
Mar-2004,2004,Greater Adelaide,80.4
Mar-2004,2004,Greater Perth,77.8
Mar-2004,2004,Greater Hobart,80.3
Mar-2004,2004,Greater Darwin,78.6
Mar-2004,2004,Australian Capital Territory,79.9
Jun-2004,2004,Australia,80.6
Jun-2004,2004,Greater Sydney,81.2
Jun-2004,2004,Greater Melbourne,81.3
Jun-2004,2004,Greater Brisbane,79.1
Jun-2004,2004,Greater Adelaide,80.9
Jun-2004,2004,Greater Perth,78.6
Jun-2004,2004,Greater Hobart,81.0
Jun-2004,2004,Greater Darwin,78.9
Jun-2004,2004,Australian Capital Territory,80.4
Sep-2004,2004,Australia,80.9
Sep-2004,2004,Greater Sydney,81.6
Sep-2004,2004,Greater Melbourne,81.5
Sep-2004,2004,Greater Brisbane,79.4
Sep-2004,2004,Greater Adelaide,81.2
Sep-2004,2004,Greater Perth,79.1
Sep-2004,2004,Greater Hobart,81.4
Sep-2004,2004,Greater Darwin,79.6
Sep-2004,2004,Australian Capital Territory,80.8
Dec-2004,2004,Australia,81.5
Dec-2004,2004,Greater Sydney,82.3
Dec-2004,2004,Greater Melbourne,82.1
Dec-2004,2004,Greater Brisbane,80.0
Dec-2004,2004,Greater Adelaide,81.7
Dec-2004,2004,Greater Perth,79.8
Dec-2004,2004,Greater Hobart,82.4
Dec-2004,2004,Greater Darwin,79.8
