SA3,SA3 NAME,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,2017-18,2018-19,2019-20,2020-21,2021-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306,Sunnybank,"26,466","26,790","26,484","25,892","26,648"," 	35 "," 	35 "," 	35 "," 	36 "," 	36 ","1,288,143,542","1,339,632,092","1,364,175,619","1,426,568,161","1,535,443,111","40,056","41,719","43,023","46,794","49,866","48,683","49,997","51,509","55,097","57,619"," 	77.2 "," 	76.2 "," 	75.6 "," 	75.6 "," 	76.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401,Centenary,"18,407","18,370","18,258","18,210","18,430"," 	41 "," 	41 "," 	41 "," 	42 "," 	41 ","1,286,498,594","1,322,915,171","1,357,544,836","1,409,212,259","1,487,722,608","58,800","61,142","63,546","66,486","69,403","69,884","72,011","74,353","77,387","80,723"," 	78.2 "," 	78.2 "," 	77.8 "," 	78.1 "," 	78.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30402,Kenmore - Brookfield - Moggill,"25,408","25,634","25,586","25,674","26,367"," 	43 "," 	43 "," 	43 "," 	43 "," 	43 ","2,079,525,040","2,135,917,656","2,219,575,239","2,322,980,434","2,478,620,648","59,999","61,966","65,669","69,209","72,131","81,832","83,304","86,750","90,480","94,005"," 	73.6 "," 	73.3 "," 	73.4 "," 	74.1 "," 	74.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30403,Sherwood - Indooroopilly,"27,849","28,487","28,723","28,921","30,395"," 	35 "," 	36 "," 	36 "," 	37 "," 	36 ","2,035,426,700","2,158,379,942","2,223,641,966","2,332,131,089","2,539,046,372","51,487","53,807","55,666","58,756","59,870","73,091","75,759","77,417","80,638","83,535"," 	76.4 "," 	76.2 "," 	76.1 "," 	76.1 "," 	77.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30404,The Gap - Enoggera,"28,833","29,356","29,807","29,976","30,963"," 	39 "," 	40 "," 	40 "," 	40 "," 	40 ","2,043,869,885","2,149,831,526","2,245,128,234","2,349,395,683","2,547,544,827","61,603","63,785","65,638","68,729","72,008","70,884","73,241","75,322","78,376","82,277"," 	81.3 "," 	81.0 "," 	81.4 "," 	81.6 "," 	82.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501,Brisbane Inner,"55,837","58,923","59,976","56,942","61,214"," 	31 "," 	31 "," 	32 "," 	33 "," 	33 ","3,447,167,898","3,705,737,287","3,947,200,648","4,139,094,168","4,676,475,910","43,726","45,624","47,721","55,626","58,260","61,738","62,891","65,813","72,690","76,396"," 	83.7 "," 	83.1 "," 	82.3 "," 	81.7 "," 	83.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30502,Brisbane Inner - East,"27,198","27,600","27,850","27,871","28,552"," 	36 "," 	36 "," 	37 "," 	37 "," 	38 ","2,208,866,642","2,313,649,589","2,417,786,404","2,542,436,738","2,782,145,126","61,700","63,965","65,996","70,207","73,573","81,214","83,834","86,815","91,222","97,441"," 	82.2 "," 	81.7 "," 	81.8 "," 	82.0 "," 	82.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30503,Brisbane Inner - North,"59,661","61,853","63,148","63,045","65,154"," 	34 "," 	34 "," 	35 "," 	35 "," 	35 ","4,602,960,610","4,896,881,354","5,129,337,659","5,327,772,267","5,851,928,245","58,039","60,218","62,071","65,425","68,827","77,149","79,165","81,227","84,507","89,817"," 	81.1 "," 	80.8 "," 	80.8 "," 	80.9 "," 	81.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30504,Brisbane Inner - West,"36,177","36,805","36,873","36,838","38,221"," 	36 "," 	36 "," 	36 "," 	37 "," 	37 ","2,887,783,453","3,020,940,934","3,129,716,829","3,260,862,560","3,566,291,554","57,903","60,000","61,650","65,169","67,856","79,830","82,084","84,878","88,519","93,307"," 	79.4 "," 	78.9 "," 	78.9 "," 	79.0 "," 	79.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30601,Cairns - North,"31,800","32,424","32,776","33,361","34,404"," 	41 "," 	42 "," 	42 "," 	42 "," 	42 ","1,916,089,623","2,007,310,098","2,082,196,197","2,189,405,983","2,326,159,708","51,165","53,251","54,147","56,076","58,647","60,254","61,910","63,528","65,628","67,613"," 	82.4 "," 	81.9 "," 	82.3 "," 	82.0 "," 	82.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30602,Cairns - South,"57,148","58,020","57,595","57,399","60,254"," 	38 "," 	38 "," 	38 "," 	39 "," 	39 ","2,941,965,196","3,089,586,486","3,177,904,366","3,323,812,123","3,580,703,798","45,134","46,817","48,222","50,768","52,650","51,481","53,252","55,177","57,907","59,427"," 	84.7 "," 	84.4 "," 	84.7 "," 	84.6 "," 	85.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30603,Innisfail - Cassowary Coast,"17,922","18,407","18,376","17,942","18,564"," 	38 "," 	38 "," 	39 "," 	40 "," 	40 ","777,463,839","806,945,723","847,649,550","883,580,679","940,589,793","36,659","36,304","38,723","43,469","44,356","43,380","43,832","46,128","49,246","50,667"," 	78.4 "," 	78.5 "," 	78.7 "," 	78.1 "," 	78.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30604,Port Douglas - Daintree,"7,231","7,213","6,865","7,148","7,078"," 	38 "," 	38 "," 	40 "," 	40 "," 	41 ","306,021,358","314,443,922","316,016,993","329,118,240","356,494,967","36,589","38,231","40,310","40,603","43,864","42,303","43,606","46,033","46,043","50,367"," 	78.4 "," 	78.0 "," 	76.9 "," 	76.7 "," 	76.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30605,Tablelands (East) - Kuranda,"21,189","21,942","22,116","21,910","22,905"," 	40 "," 	39 "," 	40 "," 	41 "," 	41 ","967,499,119","1,019,677,185","1,076,562,598","1,132,497,705","1,224,598,371","37,406","37,845","39,715","44,411","45,851","45,667","46,463","48,678","51,689","53,464"," 	76.4 "," 	77.0 "," 	77.1 "," 	76.3 "," 	77.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30701,Darling Downs (West) - Maranoa,"21,609","21,633","21,691","21,997","22,795"," 	37 "," 	37 "," 	38 "," 	38 "," 	38 ","1,113,358,613","1,159,617,812","1,212,205,109","1,251,593,920","1,352,631,143","44,558","46,844","48,838","50,000","52,000","51,528","53,607","55,885","56,898","59,339"," 	74.8 "," 	75.1 "," 	75.5 "," 	76.0 "," 	75.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30702,Darling Downs - East,"20,164","20,351","20,007","20,323","21,197"," 	40 "," 	40 "," 	40 "," 	40 "," 	40 ","1,036,022,805","1,081,093,811","1,099,002,768","1,133,661,032","1,223,307,099","46,388","48,087","49,608","50,563","52,090","51,370","53,130","54,931","55,782","57,711"," 	76.4 "," 	77.0 "," 	76.6 "," 	76.7 "," 	76.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30703,Granite Belt,"19,973","19,820","19,276","19,423","20,099"," 	39 "," 	40 "," 	41 "," 	41 "," 	41 ","869,358,284","900,855,390","937,247,179","978,727,315","1,048,184,640","38,217","40,328","43,252","45,289","46,734","43,529","45,447","48,622","50,390","52,151"," 	76.7 "," 	76.4 "," 	75.5 "," 	75.8 "," 	76.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801,Central Highlands (Qld),"16,057","16,394","16,873","16,432","16,710"," 	37 "," 	37 "," 	37 "," 	37 "," 	37 ","1,105,845,004","1,181,663,109","1,235,207,774","1,253,842,702","1,306,859,582","54,437","56,424","57,449","61,733","63,952","68,891","72,070","73,206","76,305","78,208"," 	84.4 "," 	85.0 "," 	85.1 "," 	84.8 "," 	84.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803,Rockhampton,"58,517","60,005","61,248","63,187","65,887"," 	39 "," 	39 "," 	39 "," 	39 "," 	39 ","3,585,617,383","3,814,856,879","4,059,933,938","4,290,426,632","4,568,909,283","52,505","54,377","56,752","58,251","59,597","61,275","63,570","66,287","67,900","69,345"," 	84.0 "," 	84.0 "," 	84.3 "," 	84.5 "," 	84.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804,Biloela,"7,053","7,206","7,255","7,230","7,457"," 	39 "," 	39 "," 	38 "," 	39 "," 	39 ","464,104,437","489,844,342","505,194,013","506,396,578","533,346,521","52,427","55,178","56,121","56,920","58,294","65,840","67,996","69,634","70,041","71,523"," 	75.3 "," 	75.9 "," 	75.6 "," 	75.6 "," 	76.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805,Gladstone,"31,305","31,552","32,122","33,153","34,958"," 	40 "," 	40 "," 	40 "," 	40 "," 	40 ","2,273,746,525","2,285,363,244","2,378,096,921","2,483,617,515","2,690,053,575","58,891","59,953","62,454","63,067","64,492","72,637","72,418","74,033","74,914","76,951"," 	85.5 "," 	85.3 "," 	85.2 "," 	85.4 "," 	85.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901,Broadbeach - Burleigh,"36,416","36,686","37,435","37,665","38,766"," 	37 "," 	37 "," 	37 "," 	38 "," 	38 ","2,032,133,583","2,094,783,401","2,205,537,581","2,387,745,890","2,621,391,989","45,269","46,073","47,087","50,843","54,306","55,800","57,100","58,916","63,394","67,621"," 	74.5 "," 	73.7 "," 	73.5 "," 	73.2 "," 	74.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902,Coolangatta,"29,468","29,981","30,707","31,416","32,561"," 	39 "," 	39 "," 	39 "," 	39 "," 	39 ","1,603,404,268","1,677,107,063","1,776,786,900","1,907,528,633","2,098,328,683","45,258","46,752","47,915","50,173","52,438","54,401","55,945","57,863","60,718","64,443"," 	75.4 "," 	74.7 "," 	74.8 "," 	75.2 "," 	75.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903,Gold Coast - North,"33,353","33,635","33,716","34,282","35,936"," 	40 "," 	41 "," 	41 "," 	41 "," 	41 ","1,765,520,101","1,801,668,046","1,859,607,200","1,991,020,737","2,191,254,339","44,839","45,623","46,308","49,011","51,677","52,928","53,567","55,155","58,078","60,977"," 	75.0 "," 	74.6 "," 	74.3 "," 	74.5 "," 	75.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30904,Gold Coast Hinterland,"9,294","9,598","9,704","9,881","10,292"," 	44 "," 	44 "," 	44 "," 	44 "," 	43 ","526,040,799","550,681,711","568,716,765","602,505,286","643,952,001","47,309","48,449","49,100","51,477","52,252","56,570","57,399","58,606","60,976","62,568"," 	71.6 "," 	70.9 "," 	71.1 "," 	71.4 "," 	71.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30905,Mudgeeraba - Tallebudgera,"18,222","18,551","18,815","19,316","19,998"," 	41 "," 	41 "," 	41 "," 	41 "," 	41 ","1,060,203,748","1,092,014,424","1,151,890,764","1,227,666,756","1,334,045,704","47,250","48,070","49,475","51,588","54,000","58,186","58,862","61,222","63,557","66,709"," 	76.8 "," 	76.5 "," 	77.0 "," 	76.9 "," 	77.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30906,Nerang,"36,809","37,262","36,991","37,345","39,056"," 	39 "," 	39 "," 	40 "," 	40 "," 	40 ","1,962,348,367","2,040,344,750","2,074,506,316","2,166,594,831","2,380,491,660","46,660","48,328","49,196","50,715","53,360","53,304","54,758","56,081","58,016","60,951"," 	79.8 "," 	79.7 "," 	79.5 "," 	79.5 "," 	80.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30907,Ormeau - Oxenford,"72,849","77,661","81,224","84,974","91,468"," 	38 "," 	37 "," 	38 "," 	38 "," 	38 ","4,215,011,257","4,539,954,218","4,839,332,220","5,218,804,573","5,859,048,242","49,535","50,396","51,270","52,940","55,288","57,864","58,457","59,580","61,416","64,056"," 	82.2 "," 	81.9 "," 	82.0 "," 	81.9 "," 	82.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30908,Robina,"27,401","27,879","28,187","28,488","30,136"," 	38 "," 	38 "," 	38 "," 	39 "," 	38 ","1,453,753,133","1,519,214,464","1,562,142,883","1,666,479,378","1,845,785,123","45,076","46,768","47,373","49,938","52,614","53,062","54,491","55,421","58,498","61,249"," 	77.8 "," 	77.1 "," 	77.3 "," 	77.6 "," 	78.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30909,Southport,"32,778","33,121","33,605","34,086","36,947"," 	36 "," 	36 "," 	36 "," 	37 "," 	36 ","1,600,870,867","1,641,248,893","1,702,860,002","1,833,207,059","2,084,534,268","41,034","41,856","42,651","45,361","47,787","48,835","49,558","50,673","53,782","56,420"," 	79.6 "," 	79.0 "," 	78.8 "," 	79.1 "," 	80.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30910,Surfers Paradise,"24,402","23,825","24,289","23,958","25,437"," 	34 "," 	35 "," 	35 "," 	37 "," 	37 ","1,192,071,447","1,201,381,951","1,244,196,147","1,391,305,190","1,546,227,293","34,903","36,662","37,000","43,257","47,000","48,853","50,423","51,225","58,073","60,787"," 	72.6 "," 	71.0 "," 	70.3 "," 	69.6 "," 	71.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001,Forest Lake - Oxley,"35,696","36,513","36,847","37,790","40,131"," 	37 "," 	37 "," 	37 "," 	37 "," 	37 ","1,884,575,193","1,975,791,019","2,031,229,014","2,149,792,287","2,375,067,835","48,039","49,506","50,308","51,635","53,780","52,794","54,112","55,126","56,888","59,183"," 	85.6 "," 	85.1 "," 	84.8 "," 	85.1 "," 	86.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31002,Ipswich Hinterland,"29,505","30,058","30,390","31,352","33,250"," 	41 "," 	41 "," 	42 "," 	41 "," 	41 ","1,549,471,846","1,633,521,346","1,696,697,649","1,803,375,561","1,971,557,971","47,581","49,778","50,992","52,272","53,624","52,512","54,340","55,831","57,520","59,295"," 	80.1 "," 	79.5 "," 	79.5 "," 	80.0 "," 	80.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31003,Ipswich Inner,"55,000","56,486","57,368","59,208","63,228"," 	38 "," 	38 "," 	38 "," 	38 "," 	38 ","3,099,865,767","3,276,740,085","3,432,943,383","3,618,704,925","4,003,445,658","51,729","53,470","54,925","56,245","58,275","56,365","58,008","59,841","61,119","63,318"," 	86.6 "," 	86.3 "," 	86.3 "," 	86.4 "," 	87.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
