region_code,region_name,region_category,year,end_year,individuals,median_age,total_income,median_taxable_income,average_taxable_income,salary_wage_share
20804,Stonnington - East,SA3,2019-20,2020,24269,38,2235815004,61228,92126,69.8
20804,Stonnington - East,SA3,2020-21,2021,23752,38,2345922829,65188,98767,69.9
20804,Stonnington - East,SA3,2021-22,2022,24485,38,2564062161,67884,104720,70.4
20901,Banyule,SA3,2017-18,2018,67723,40,4610073737,56000,68067,77.5
20901,Banyule,SA3,2018-19,2019,68758,40,4845584128,58485,70475,77.5
20901,Banyule,SA3,2019-20,2020,68614,40,5024189732,60928,73224,77.7
20901,Banyule,SA3,2020-21,2021,67528,41,5180553806,64222,76717,77.4
20901,Banyule,SA3,2021-22,2022,69054,40,5564429554,67298,80581,78.0
20902,Darebin - North,SA3,2017-18,2018,51390,36,2854328756,48275,55546,82.7
20902,Darebin - North,SA3,2018-19,2019,53098,36,3072977329,50391,57877,82.5
20902,Darebin - North,SA3,2019-20,2020,53210,36,3237392134,52427,60842,83.0
20902,Darebin - North,SA3,2020-21,2021,51850,37,3349290572,55769,64596,82.6
20902,Darebin - North,SA3,2021-22,2022,52955,37,3636216228,59864,68666,83.7
20903,Nillumbik - Kinglake,SA3,2017-18,2018,37695,43,2595416794,55312,68846,76.5
20903,Nillumbik - Kinglake,SA3,2018-19,2019,37981,43,2687656105,56941,70769,76.3
20903,Nillumbik - Kinglake,SA3,2019-20,2020,37687,44,2749641989,58829,72960,76.5
20903,Nillumbik - Kinglake,SA3,2020-21,2021,37455,44,2835670538,61362,75709,76.1
20903,Nillumbik - Kinglake,SA3,2021-22,2022,38239,43,2992861387,63407,78267,76.6
20904,Whittlesea - Wallan,SA3,2017-18,2018,116508,37,6437141325,50000,55250,84.5
20904,Whittlesea - Wallan,SA3,2018-19,2019,121805,37,6963145655,51857,57165,84.2
20904,Whittlesea - Wallan,SA3,2019-20,2020,125906,37,7434353212,53011,59047,84.4
20904,Whittlesea - Wallan,SA3,2020-21,2021,128124,38,7797120423,54655,60856,84.2
20904,Whittlesea - Wallan,SA3,2021-22,2022,135744,38,8626508825,57018,63550,85.1
21001,Keilor,SA3,2017-18,2018,31331,41,2065707521,55866,65938,77.0
21001,Keilor,SA3,2018-19,2019,32198,41,2176053220,57621,67590,77.1
21001,Keilor,SA3,2019-20,2020,32517,41,2290766182,59359,70448,77.7
21001,Keilor,SA3,2020-21,2021,32289,41,2384297801,62055,73842,77.6
21001,Keilor,SA3,2021-22,2022,32989,41,2531792884,64815,76747,78.2
21002,Macedon Ranges,SA3,2017-18,2018,16172,43,1113113202,56269,68825,76.5
21002,Macedon Ranges,SA3,2018-19,2019,16604,43,1167146454,57999,70289,76.6
21002,Macedon Ranges,SA3,2019-20,2020,16970,43,1225623580,59694,72223,76.8
21002,Macedon Ranges,SA3,2020-21,2021,17304,43,1302534237,62540,75274,76.8
21002,Macedon Ranges,SA3,2021-22,2022,17906,42,1398751593,64182,78116,77.4
21003,Moreland - North,SA3,2017-18,2018,40683,35,2346209155,51148,57673,82.6
21003,Moreland - North,SA3,2018-19,2019,42813,35,2564153531,52787,59888,82.8
21003,Moreland - North,SA3,2019-20,2020,43658,35,2716201998,54299,62215,83.2
21003,Moreland - North,SA3,2020-21,2021,42858,36,2796582816,57122,65252,83.4
21003,Moreland - North,SA3,2021-22,2022,43706,36,3035516987,61227,69453,84.1
21004,Sunbury,SA3,2017-18,2018,23265,40,1411391582,53987,60655,84.6
21004,Sunbury,SA3,2018-19,2019,24293,39,1527308122,56191,62873,84.5
21004,Sunbury,SA3,2019-20,2020,24740,39,1613778062,57770,65230,84.6
21004,Sunbury,SA3,2020-21,2021,24938,39,1663080405,59448,66689,84.5
21004,Sunbury,SA3,2021-22,2022,25948,39,1802400637,62170,69462,85.1
21005,Tullamarine - Broadmeadows,SA3,2017-18,2018,79560,35,4117556552,47107,51753,82.9
21005,Tullamarine - Broadmeadows,SA3,2018-19,2019,84983,35,4535951183,48793,53375,82.7
21005,Tullamarine - Broadmeadows,SA3,2019-20,2020,89259,35,4901108160,49536,54909,82.7
21005,Tullamarine - Broadmeadows,SA3,2020-21,2021,91078,36,5150079337,50845,56546,82.4
21005,Tullamarine - Broadmeadows,SA3,2021-22,2022,98493,36,5805423211,52558,58942,83.4
21101,Knox,SA3,2017-18,2018,87666,40,5181186457,51668,59103,81.5
21101,Knox,SA3,2018-19,2019,88893,40,5426740113,53535,61047,81.1
21101,Knox,SA3,2019-20,2020,89026,40,5613195740,54918,63051,81.4
21101,Knox,SA3,2020-21,2021,87663,40,5726809643,57041,65328,81.0
21101,Knox,SA3,2021-22,2022,89803,40,6115752706,59396,68102,81.6
21102,Manningham - East,SA3,2017-18,2018,14095,44,1003360720,50564,71211,68.3
21102,Manningham - East,SA3,2018-19,2019,14235,44,1052316424,51761,73919,68.5
21102,Manningham - East,SA3,2019-20,2020,14237,44,1079123494,53896,75797,68.8
21102,Manningham - East,SA3,2020-21,2021,14133,44,1154739917,56586,81705,68.8
21102,Manningham - East,SA3,2021-22,2022,14349,43,1195404267,58258,83309,69.3
21103,Maroondah,SA3,2017-18,2018,61418,40,3755966085,52721,61150,80.9
21103,Maroondah,SA3,2018-19,2019,62380,40,3940087915,54472,63161,80.7
21103,Maroondah,SA3,2019-20,2020,62549,40,4104526854,56431,65621,81.0
21103,Maroondah,SA3,2020-21,2021,62054,40,4246426631,58589,68431,80.7
21103,Maroondah,SA3,2021-22,2022,63613,40,4552958554,61138,71573,81.3
21104,Whitehorse - East,SA3,2017-18,2018,32766,40,2064356075,52710,63007,77.0
21104,Whitehorse - East,SA3,2018-19,2019,33232,40,2155485616,54001,64864,76.1
21104,Whitehorse - East,SA3,2019-20,2020,33419,40,2255526272,56071,67492,76.6
21104,Whitehorse - East,SA3,2020-21,2021,32884,40,2320558726,58422,70568,76.3
21104,Whitehorse - East,SA3,2021-22,2022,33673,40,2502361001,61833,74314,76.8
21105,Yarra Ranges,SA3,2017-18,2018,82281,41,4702995609,49724,57161,79.0
21105,Yarra Ranges,SA3,2018-19,2019,83600,41,4953290095,51762,59248,79.0
21105,Yarra Ranges,SA3,2019-20,2020,83824,41,5160626709,53465,61565,79.5
21105,Yarra Ranges,SA3,2020-21,2021,83486,41,5340846937,55538,63973,79.2
21105,Yarra Ranges,SA3,2021-22,2022,85081,40,5646281370,57511,66364,79.6
21201,Cardinia,SA3,2017-18,2018,55016,38,3061471706,49769,55643,82.9
21201,Cardinia,SA3,2018-19,2019,58044,37,3338999656,51826,57524,83.1
21201,Cardinia,SA3,2019-20,2020,60687,37,3597649225,52915,59282,83.4
21201,Cardinia,SA3,2020-21,2021,62413,37,3829641207,54840,61360,83.4
21201,Cardinia,SA3,2021-22,2022,66191,37,4211161286,56554,63621,84.1
21202,Casey - North,SA3,2017-18,2018,68884,39,3855338399,49465,55970,81.4
21202,Casey - North,SA3,2018-19,2019,70131,39,4035339425,50650,57539,81.0
21202,Casey - North,SA3,2019-20,2020,70333,39,4183218927,51972,59477,81.1
21202,Casey - North,SA3,2020-21,2021,70293,39,4346643306,54000,61836,81.0
21202,Casey - North,SA3,2021-22,2022,73452,39,4681984320,55555,63742,81.8
21203,Casey - South,SA3,2017-18,2018,99241,37,5355402004,50000,53964,86.2
21203,Casey - South,SA3,2018-19,2019,106722,37,5946029034,51686,55715,85.9
21203,Casey - South,SA3,2019-20,2020,112981,37,6453350896,52734,57119,86.0
21203,Casey - South,SA3,2020-21,2021,116996,37,6906915480,54500,59035,85.7
21203,Casey - South,SA3,2021-22,2022,126474,37,7752067107,56234,61294,86.4
21204,Dandenong,SA3,2017-18,2018,94758,36,4561620191,43454,48143,81.7
21204,Dandenong,SA3,2018-19,2019,98447,36,4849244322,44575,49257,81.6
21204,Dandenong,SA3,2019-20,2020,99668,36,5046187168,45319,50630,81.9
21204,Dandenong,SA3,2020-21,2021,97576,36,5223576678,48000,53533,81.9
21204,Dandenong,SA3,2021-22,2022,101204,37,5687209917,50321,56196,83.1
21205,Monash,SA3,2017-18,2018,90966,38,5451014318,48459,59920,75.0
21205,Monash,SA3,2018-19,2019,94009,37,5747408610,49232,61134,74.5
21205,Monash,SA3,2019-20,2020,95336,37,6013161555,50398,63073,74.7
21205,Monash,SA3,2020-21,2021,94389,38,6286749715,53508,66605,74.8
21205,Monash,SA3,2021-22,2022,99382,37,6948565851,56387,69918,75.9
21301,Brimbank,SA3,2017-18,2018,94204,36,4751225381,45450,50436,84.4
21301,Brimbank,SA3,2018-19,2019,96405,36,4972739234,46834,51581,83.9
21301,Brimbank,SA3,2019-20,2020,95804,36,5091881247,47861,53149,84.1
21301,Brimbank,SA3,2020-21,2021,93000,37,5138089751,49441,55248,83.6
21301,Brimbank,SA3,2021-22,2022,96093,37,5524129151,51311,57487,84.6
21302,Hobsons Bay,SA3,2017-18,2018,46982,40,3318761880,58871,70638,81.8
21302,Hobsons Bay,SA3,2018-19,2019,47916,40,3494960244,61180,72930,81.6
21302,Hobsons Bay,SA3,2019-20,2020,48021,40,3646333207,63452,75932,81.9
21302,Hobsons Bay,SA3,2020-21,2021,47176,40,3727988626,66559,79023,81.5
21302,Hobsons Bay,SA3,2021-22,2022,48053,41,3969904646,69172,82615,82.0
21303,Maribyrnong,SA3,2017-18,2018,51304,35,3183321989,52365,62043,86.1
21303,Maribyrnong,SA3,2018-19,2019,52788,35,3415109292,55000,64698,85.6
21303,Maribyrnong,SA3,2019-20,2020,53303,35,3588063357,56899,67314,86.0
21303,Maribyrnong,SA3,2020-21,2021,51703,36,3726993972,61187,72085,84.2
21303,Maribyrnong,SA3,2021-22,2022,53485,36,4066993767,65004,76040,85.1
21304,Melton - Bacchus Marsh,SA3,2017-18,2018,84376,38,4876226673,52120,57789,85.7
21304,Melton - Bacchus Marsh,SA3,2018-19,2019,89217,38,5286328743,53749,59252,85.6
21304,Melton - Bacchus Marsh,SA3,2019-20,2020,93721,38,5716144208,54986,60991,85.7
21304,Melton - Bacchus Marsh,SA3,2020-21,2021,98382,38,6120477223,56128,62211,85.5
21304,Melton - Bacchus Marsh,SA3,2021-22,2022,109125,37,7033894336,57864,64457,86.5
21305,Wyndham,SA3,2017-18,2018,130009,36,7559459349,51760,58145,85.3
21305,Wyndham,SA3,2018-19,2019,140245,36,8349652967,53027,59536,84.7
21305,Wyndham,SA3,2019-20,2020,148623,36,9094526502,54021,61192,84.7
21305,Wyndham,SA3,2020-21,2021,153368,37,9707955467,55699,63298,84.5
21305,Wyndham,SA3,2021-22,2022,166618,37,11091374732,58224,66568,85.7
21401,Frankston,SA3,2017-18,2018,73621,39,4196037766,50744,56998,83.0
21401,Frankston,SA3,2018-19,2019,74755,39,4400753548,52685,58872,83.0
21401,Frankston,SA3,2019-20,2020,74622,40,4560511153,54435,61115,83.1
21401,Frankston,SA3,2020-21,2021,74194,40,4699305875,56203,63338,83.0
21401,Frankston,SA3,2021-22,2022,76359,40,5010985139,58001,65624,83.7
21402,Mornington Peninsula,SA3,2017-18,2018,76749,43,4451263745,46289,57994,70.3
21402,Mornington Peninsula,SA3,2018-19,2019,78187,43,4664535470,48000,59662,70.1
21402,Mornington Peninsula,SA3,2019-20,2020,78847,43,4897163168,49705,62110,70.5
21402,Mornington Peninsula,SA3,2020-21,2021,79324,43,5177433998,51517,65269,70.3
21402,Mornington Peninsula,SA3,2021-22,2022,80920,43,5502417493,52600,67998,70.4
21501,Grampians,SA3,2017-18,2018,27741,42,1285968616,42839,46361,71.2
21501,Grampians,SA3,2018-19,2019,27917,42,1353580890,44774,48493,71.1
21501,Grampians,SA3,2019-20,2020,28120,41,1425163375,46403,50681,71.7
21501,Grampians,SA3,2020-21,2021,28148,41,1496487147,48893,53165,72.0
21501,Grampians,SA3,2021-22,2022,28882,41,1573744208,49665,54489,72.4
21502,Mildura,SA3,2017-18,2018,28447,38,1300821798,40915,45731,80.2
21502,Mildura,SA3,2018-19,2019,29544,38,1392188437,42277,47126,80.6
21502,Mildura,SA3,2019-20,2020,30611,37,1482122899,42908,48418,81.5
21502,Mildura,SA3,2020-21,2021,29777,38,1551378628,46705,52100,81.0
21502,Mildura,SA3,2021-22,2022,30495,38,1652355145,48665,54184,81.6
21503,Murray River - Swan Hill,SA3,2017-18,2018,17923,40,781160543,39719,43587,71.8
21503,Murray River - Swan Hill,SA3,2018-19,2019,18333,39,817397101,40557,44598,72.3
21503,Murray River - Swan Hill,SA3,2019-20,2020,19120,39,878569154,40951,45950,73.8
21503,Murray River - Swan Hill,SA3,2020-21,2021,19515,39,945644136,43991,48457,74.0
21503,Murray River - Swan Hill,SA3,2021-22,2022,19971,39,999603950,45415,50053,74.6
21601,Campaspe,SA3,2017-18,2018,18426,42,895128993,44131,48590,75.3
21601,Campaspe,SA3,2018-19,2019,18877,42,933496804,45120,49444,75.7
21601,Campaspe,SA3,2019-20,2020,18854,42,975712953,46818,51751,75.8
21601,Campaspe,SA3,2020-21,2021,18999,42,1053827911,49269,55468,76.1
21601,Campaspe,SA3,2021-22,2022,19648,41,1106181406,50663,56300,76.7
21602,Moira,SA3,2017-18,2018,13525,41,630687956,41978,46638,74.7
21602,Moira,SA3,2018-19,2019,13803,41,662181240,43603,47974,74.7
21602,Moira,SA3,2019-20,2020,13987,41,698178926,45138,49916,75.1
21602,Moira,SA3,2020-21,2021,14210,41,747181385,47980,52581,75.6
21602,Moira,SA3,2021-22,2022,14873,41,807433685,49255,54289,76.8
21603,Shepparton,SA3,2017-18,2018,32914,39,1602437257,43851,48691,80.2
21603,Shepparton,SA3,2018-19,2019,34000,39,1702409883,45125,50071,80.7
21603,Shepparton,SA3,2019-20,2020,34285,39,1798009557,46784,52443,80.7
21603,Shepparton,SA3,2020-21,2021,34519,39,1920109860,50081,55625,80.8
21603,Shepparton,SA3,2021-22,2022,35793,39,2039437735,51181,56979,81.5
21701,Glenelg - Southern Grampians,SA3,2017-18,2018,17209,43,850240695,43206,49418,73.0
21701,Glenelg - Southern Grampians,SA3,2018-19,2019,17449,43,895373131,45475,51317,73.0
21701,Glenelg - Southern Grampians,SA3,2019-20,2020,17478,43,919799526,46715,52626,73.3
21701,Glenelg - Southern Grampians,SA3,2020-21,2021,17492,43,948727888,48440,54238,73.4
21701,Glenelg - Southern Grampians,SA3,2021-22,2022,17796,43,1003084523,50011,56366,73.4
21703,Colac - Corangamite,SA3,2017-18,2018,18308,40,851011165,41731,46478,71.4
21703,Colac - Corangamite,SA3,2018-19,2019,18825,40,900613777,43430,47844,71.9
21703,Colac - Corangamite,SA3,2019-20,2020,18881,40,948332148,45491,50227,71.8
21703,Colac - Corangamite,SA3,2020-21,2021,18670,40,987542124,48328,52895,71.3
21703,Colac - Corangamite,SA3,2021-22,2022,19400,40,1057088642,49718,54489,72.2
21704,Warrnambool,SA3,2017-18,2018,26156,39,1366892373,44120,52265,74.9
21704,Warrnambool,SA3,2018-19,2019,27110,39,1373363150,45404,50668,75.1
21704,Warrnambool,SA3,2019-20,2020,27346,39,1460833690,47476,53420,75.4
21704,Warrnambool,SA3,2020-21,2021,27520,39,1543966473,50427,56103,75.2
21704,Warrnambool,SA3,2021-22,2022,28289,39,1641412279,52245,58023,75.5
Queensland,Queensland,State,2017-18,2018,2574042,38,151211360638,49282,58745,80.7
Queensland,Queensland,State,2018-19,2019,2636456,38,158995660401,50776,60307,80.4
Queensland,Queensland,State,2019-20,2020,2672285,38,166110106912,52137,62160,80.4
Queensland,Queensland,State,2020-21,2021,2715480,39,175337656817,54414,64570,80.5
Queensland,Queensland,State,2021-22,2022,2848631,39,191314604480,56569,67160,81.2
30101,Capalaba,SA3,2017-18,2018,40997,40,2520946203,53113,61489,82.0
30101,Capalaba,SA3,2018-19,2019,41027,41,2603803125,54961,63464,81.5
30101,Capalaba,SA3,2019-20,2020,40690,41,2649561248,56243,65116,81.3
30101,Capalaba,SA3,2020-21,2021,40748,41,2738666540,58258,67210,81.7
30101,Capalaba,SA3,2021-22,2022,41867,41,2927118936,60825,69915,82.2
30102,Cleveland - Stradbroke,SA3,2017-18,2018,44767,42,2778934388,52060,62074,77.9
30102,Cleveland - Stradbroke,SA3,2018-19,2019,45764,42,2905304175,53277,63478,77.6
30102,Cleveland - Stradbroke,SA3,2019-20,2020,46494,42,3014618233,54597,64839,77.9
30102,Cleveland - Stradbroke,SA3,2020-21,2021,47589,42,3156426425,56380,66327,78.1
30102,Cleveland - Stradbroke,SA3,2021-22,2022,49300,42,3422643214,58969,69425,78.5
30103,Wynnum - Manly,SA3,2017-18,2018,40088,40,2693020099,57113,67171,83.6
30103,Wynnum - Manly,SA3,2018-19,2019,40585,40,2815714143,59121,69375,83.2
30103,Wynnum - Manly,SA3,2019-20,2020,40753,41,2922992207,61051,71725,83.0
30103,Wynnum - Manly,SA3,2020-21,2021,41206,41,3058216924,63526,74218,83.2
30103,Wynnum - Manly,SA3,2021-22,2022,42707,41,3338328636,66751,78168,83.9
30201,Bald Hills - Everton Park,SA3,2017-18,2018,24277,39,1638112325,57967,67473,79.3
30201,Bald Hills - Everton Park,SA3,2018-19,2019,24963,39,1729372602,59604,69275,79.3
30201,Bald Hills - Everton Park,SA3,2019-20,2020,25609,39,1826977290,61754,71341,79.7
30201,Bald Hills - Everton Park,SA3,2020-21,2021,26077,39,1923704892,64053,73770,80.2
30201,Bald Hills - Everton Park,SA3,2021-22,2022,27030,39,2090820208,67505,77352,80.5
30202,Chermside,SA3,2017-18,2018,40813,37,2733628288,57276,66988,81.6
30202,Chermside,SA3,2018-19,2019,41830,37,2864421860,58457,68479,81.5
30202,Chermside,SA3,2019-20,2020,42242,38,2989026677,60630,70760,81.6
30202,Chermside,SA3,2020-21,2021,42644,38,3137164363,63516,73566,81.9
30202,Chermside,SA3,2021-22,2022,43785,38,3376806324,66147,77122,82.7
30203,Nundah,SA3,2017-18,2018,25151,36,1627257762,57041,64702,85.6
30203,Nundah,SA3,2018-19,2019,25858,36,1731200555,58779,66940,85.7
30203,Nundah,SA3,2019-20,2020,26117,37,1799629985,60120,68906,85.2
30203,Nundah,SA3,2020-21,2021,26387,37,1890085832,63123,71629,85.4
30203,Nundah,SA3,2021-22,2022,27447,37,2080473249,67132,75800,86.1
30204,Sandgate,SA3,2017-18,2018,32873,39,1977099053,54032,60149,84.1
30204,Sandgate,SA3,2018-19,2019,33201,39,2060421714,55522,62052,83.7
30204,Sandgate,SA3,2019-20,2020,33180,39,2109304191,56562,63572,83.3
30204,Sandgate,SA3,2020-21,2021,33313,39,2193121734,58622,65834,83.3
30204,Sandgate,SA3,2021-22,2022,34358,39,2358213664,61322,68637,84.1
30301,Carindale,SA3,2017-18,2018,30420,38,2199554373,59255,72301,80.3
30301,Carindale,SA3,2018-19,2019,31175,38,2322625937,60795,74517,79.9
30301,Carindale,SA3,2019-20,2020,31373,38,2416819550,63591,77035,80.3
30301,Carindale,SA3,2020-21,2021,31616,39,2543099550,66735,80437,80.5
30301,Carindale,SA3,2021-22,2022,32504,39,2765902434,70415,85094,81.0
30302,Holland Park - Yeronga,SA3,2017-18,2018,46902,34,3101567510,54810,66130,82.8
30302,Holland Park - Yeronga,SA3,2018-19,2019,48638,34,3320997824,56485,68281,82.5
30302,Holland Park - Yeronga,SA3,2019-20,2020,49435,34,3494427438,57853,70687,82.4
30302,Holland Park - Yeronga,SA3,2020-21,2021,49073,35,3667847723,61965,74743,82.5
30302,Holland Park - Yeronga,SA3,2021-22,2022,50685,35,3988086408,65072,78684,83.4
30303,Mt Gravatt,SA3,2017-18,2018,40756,36,2369094396,49007,58136,78.8
30303,Mt Gravatt,SA3,2018-19,2019,41822,36,2491290231,50168,59566,78.3
30303,Mt Gravatt,SA3,2019-20,2020,42497,37,2605826554,51561,61318,78.2
30303,Mt Gravatt,SA3,2020-21,2021,42842,37,2763705168,54992,64509,78.6
30303,Mt Gravatt,SA3,2021-22,2022,45034,37,3021110291,57021,67085,79.7
30304,Nathan,SA3,2017-18,2018,22793,36,1385917321,51321,60799,80.7
30304,Nathan,SA3,2018-19,2019,23017,36,1453377395,53551,63138,80.2
30304,Nathan,SA3,2019-20,2020,23186,37,1518126738,54794,65476,80.4
30304,Nathan,SA3,2020-21,2021,23035,37,1613586880,58891,70049,80.6
30304,Nathan,SA3,2021-22,2022,23917,37,1753124841,61960,73300,82.0
30305,Rocklea - Acacia Ridge,SA3,2017-18,2018,33367,36,1829560103,49039,54830,82.0
30305,Rocklea - Acacia Ridge,SA3,2018-19,2019,34217,37,1933702048,50574,56511,81.3
30305,Rocklea - Acacia Ridge,SA3,2019-20,2020,34984,37,2027950692,51940,57968,81.3
30305,Rocklea - Acacia Ridge,SA3,2020-21,2021,35777,37,2162257690,54223,60437,81.4
30305,Rocklea - Acacia Ridge,SA3,2021-22,2022,38144,37,2398595405,56326,62883,82.4
30306,Sunnybank,SA3,2017-18,2018,26466,35,1288143542,40056,48683,77.2
30306,Sunnybank,SA3,2018-19,2019,26790,35,1339632092,41719,49997,76.2
30306,Sunnybank,SA3,2019-20,2020,26484,35,1364175619,43023,51509,75.6
30306,Sunnybank,SA3,2020-21,2021,25892,36,1426568161,46794,55097,75.6
30306,Sunnybank,SA3,2021-22,2022,26648,36,1535443111,49866,57619,76.4
30401,Centenary,SA3,2017-18,2018,18407,41,1286498594,58800,69884,78.2
30401,Centenary,SA3,2018-19,2019,18370,41,1322915171,61142,72011,78.2
30401,Centenary,SA3,2019-20,2020,18258,41,1357544836,63546,74353,77.8
30401,Centenary,SA3,2020-21,2021,18210,42,1409212259,66486,77387,78.1
30401,Centenary,SA3,2021-22,2022,18430,41,1487722608,69403,80723,78.6
30402,Kenmore - Brookfield - Moggill,SA3,2017-18,2018,25408,43,2079525040,59999,81832,73.6
30402,Kenmore - Brookfield - Moggill,SA3,2018-19,2019,25634,43,2135917656,61966,83304,73.3
30402,Kenmore - Brookfield - Moggill,SA3,2019-20,2020,25586,43,2219575239,65669,86750,73.4
30402,Kenmore - Brookfield - Moggill,SA3,2020-21,2021,25674,43,2322980434,69209,90480,74.1
30402,Kenmore - Brookfield - Moggill,SA3,2021-22,2022,26367,43,2478620648,72131,94005,74.6
30403,Sherwood - Indooroopilly,SA3,2017-18,2018,27849,35,2035426700,51487,73091,76.4
30403,Sherwood - Indooroopilly,SA3,2018-19,2019,28487,36,2158379942,53807,75759,76.2
30403,Sherwood - Indooroopilly,SA3,2019-20,2020,28723,36,2223641966,55666,77417,76.1
30403,Sherwood - Indooroopilly,SA3,2020-21,2021,28921,37,2332131089,58756,80638,76.1
30403,Sherwood - Indooroopilly,SA3,2021-22,2022,30395,36,2539046372,59870,83535,77.0
30404,The Gap - Enoggera,SA3,2017-18,2018,28833,39,2043869885,61603,70884,81.3
30404,The Gap - Enoggera,SA3,2018-19,2019,29356,40,2149831526,63785,73241,81.0
30404,The Gap - Enoggera,SA3,2019-20,2020,29807,40,2245128234,65638,75322,81.4
30404,The Gap - Enoggera,SA3,2020-21,2021,29976,40,2349395683,68729,78376,81.6
30404,The Gap - Enoggera,SA3,2021-22,2022,30963,40,2547544827,72008,82277,82.3
30501,Brisbane Inner,SA3,2017-18,2018,55837,31,3447167898,43726,61738,83.7
30501,Brisbane Inner,SA3,2018-19,2019,58923,31,3705737287,45624,62891,83.1
30501,Brisbane Inner,SA3,2019-20,2020,59976,32,3947200648,47721,65813,82.3
30501,Brisbane Inner,SA3,2020-21,2021,56942,33,4139094168,55626,72690,81.7
30501,Brisbane Inner,SA3,2021-22,2022,61214,33,4676475910,58260,76396,83.0
30502,Brisbane Inner - East,SA3,2017-18,2018,27198,36,2208866642,61700,81214,82.2
30502,Brisbane Inner - East,SA3,2018-19,2019,27600,36,2313649589,63965,83834,81.7
30502,Brisbane Inner - East,SA3,2019-20,2020,27850,37,2417786404,65996,86815,81.8
30502,Brisbane Inner - East,SA3,2020-21,2021,27871,37,2542436738,70207,91222,82.0
30502,Brisbane Inner - East,SA3,2021-22,2022,28552,38,2782145126,73573,97441,82.6
30503,Brisbane Inner - North,SA3,2017-18,2018,59661,34,4602960610,58039,77149,81.1
30503,Brisbane Inner - North,SA3,2018-19,2019,61853,34,4896881354,60218,79165,80.8
30503,Brisbane Inner - North,SA3,2019-20,2020,63148,35,5129337659,62071,81227,80.8
30503,Brisbane Inner - North,SA3,2020-21,2021,63045,35,5327772267,65425,84507,80.9
30503,Brisbane Inner - North,SA3,2021-22,2022,65154,35,5851928245,68827,89817,81.6
30504,Brisbane Inner - West,SA3,2017-18,2018,36177,36,2887783453,57903,79830,79.4
30504,Brisbane Inner - West,SA3,2018-19,2019,36805,36,3020940934,60000,82084,78.9
30504,Brisbane Inner - West,SA3,2019-20,2020,36873,36,3129716829,61650,84878,78.9
30504,Brisbane Inner - West,SA3,2020-21,2021,36838,37,3260862560,65169,88519,79.0
30504,Brisbane Inner - West,SA3,2021-22,2022,38221,37,3566291554,67856,93307,79.8
30601,Cairns - North,SA3,2017-18,2018,31800,41,1916089623,51165,60254,82.4
30601,Cairns - North,SA3,2018-19,2019,32424,42,2007310098,53251,61910,81.9
30601,Cairns - North,SA3,2019-20,2020,32776,42,2082196197,54147,63528,82.3
30601,Cairns - North,SA3,2020-21,2021,33361,42,2189405983,56076,65628,82.0
30601,Cairns - North,SA3,2021-22,2022,34404,42,2326159708,58647,67613,82.3
30602,Cairns - South,SA3,2017-18,2018,57148,38,2941965196,45134,51481,84.7
30602,Cairns - South,SA3,2018-19,2019,58020,38,3089586486,46817,53252,84.4
30602,Cairns - South,SA3,2019-20,2020,57595,38,3177904366,48222,55177,84.7
30602,Cairns - South,SA3,2020-21,2021,57399,39,3323812123,50768,57907,84.6
30602,Cairns - South,SA3,2021-22,2022,60254,39,3580703798,52650,59427,85.3
30603,Innisfail - Cassowary Coast,SA3,2017-18,2018,17922,38,777463839,36659,43380,78.4
30603,Innisfail - Cassowary Coast,SA3,2018-19,2019,18407,38,806945723,36304,43832,78.5
30603,Innisfail - Cassowary Coast,SA3,2019-20,2020,18376,39,847649550,38723,46128,78.7
30603,Innisfail - Cassowary Coast,SA3,2020-21,2021,17942,40,883580679,43469,49246,78.1
30603,Innisfail - Cassowary Coast,SA3,2021-22,2022,18564,40,940589793,44356,50667,78.8
30604,Port Douglas - Daintree,SA3,2017-18,2018,7231,38,306021358,36589,42303,78.4
30604,Port Douglas - Daintree,SA3,2018-19,2019,7213,38,314443922,38231,43606,78.0
30604,Port Douglas - Daintree,SA3,2019-20,2020,6865,40,316016993,40310,46033,76.9
30604,Port Douglas - Daintree,SA3,2020-21,2021,7148,40,329118240,40603,46043,76.7
30604,Port Douglas - Daintree,SA3,2021-22,2022,7078,41,356494967,43864,50367,76.2
30605,Tablelands (East) - Kuranda,SA3,2017-18,2018,21189,40,967499119,37406,45667,76.4
30605,Tablelands (East) - Kuranda,SA3,2018-19,2019,21942,39,1019677185,37845,46463,77.0
30605,Tablelands (East) - Kuranda,SA3,2019-20,2020,22116,40,1076562598,39715,48678,77.1
30605,Tablelands (East) - Kuranda,SA3,2020-21,2021,21910,41,1132497705,44411,51689,76.3
30605,Tablelands (East) - Kuranda,SA3,2021-22,2022,22905,41,1224598371,45851,53464,77.2
30701,Darling Downs (West) - Maranoa,SA3,2017-18,2018,21609,37,1113358613,44558,51528,74.8
30701,Darling Downs (West) - Maranoa,SA3,2018-19,2019,21633,37,1159617812,46844,53607,75.1
30701,Darling Downs (West) - Maranoa,SA3,2019-20,2020,21691,38,1212205109,48838,55885,75.5
30701,Darling Downs (West) - Maranoa,SA3,2020-21,2021,21997,38,1251593920,50000,56898,76.0
30701,Darling Downs (West) - Maranoa,SA3,2021-22,2022,22795,38,1352631143,52000,59339,75.9
30702,Darling Downs - East,SA3,2017-18,2018,20164,40,1036022805,46388,51370,76.4
30702,Darling Downs - East,SA3,2018-19,2019,20351,40,1081093811,48087,53130,77.0
