region_code,region_name,region_category,year,end_year,individuals,median_age,total_income,median_taxable_income,average_taxable_income,salary_wage_share
60302,Huon - Bruny Island,SA3,2021-22,2022,10094,43,563399193,49710,55815,72.4
60303,South East Coast,SA3,2017-18,2018,2993,46,125146538,36316,41841,68.6
60303,South East Coast,SA3,2018-19,2019,3079,45,131661725,37420,42747,68.3
60303,South East Coast,SA3,2019-20,2020,3174,45,140771591,37817,44351,69.0
60303,South East Coast,SA3,2020-21,2021,3173,46,151178347,41517,47645,68.3
60303,South East Coast,SA3,2021-22,2022,3329,45,163699995,42734,49174,68.5
60401,Burnie - Ulverstone,SA3,2017-18,2018,22684,42,1185448862,46334,52264,82.1
60401,Burnie - Ulverstone,SA3,2018-19,2019,23191,42,1256131044,48347,54174,81.8
60401,Burnie - Ulverstone,SA3,2019-20,2020,23286,42,1307952308,50203,56169,81.7
60401,Burnie - Ulverstone,SA3,2020-21,2021,24204,41,1387099377,51362,57309,82.1
60401,Burnie - Ulverstone,SA3,2021-22,2022,25020,41,1480347185,52919,59167,82.5
60402,Devonport,SA3,2017-18,2018,22311,41,1082062499,43114,48506,80.1
60402,Devonport,SA3,2018-19,2019,22909,41,1148997093,44931,50148,80.2
60402,Devonport,SA3,2019-20,2020,23286,41,1221724699,46796,52466,80.3
60402,Devonport,SA3,2020-21,2021,23897,40,1310654241,49076,54846,80.6
60402,Devonport,SA3,2021-22,2022,24828,40,1406100729,50924,56634,81.3
60403,West Coast,SA3,2017-18,2018,8340,42,417868382,44161,50104,78.3
60403,West Coast,SA3,2018-19,2019,8550,41,436282830,45188,50997,78.6
60403,West Coast,SA3,2019-20,2020,8612,41,459833133,46853,53394,78.5
60403,West Coast,SA3,2020-21,2021,8562,41,473366784,48450,55287,78.3
60403,West Coast,SA3,2021-22,2022,8955,40,507103004,49458,56628,79.6
Northern Territory,Northern Territory,State,2017-18,2018,133698,37,8891474832,57858,66503,90.3
Northern Territory,Northern Territory,State,2018-19,2019,131421,37,8709671163,59206,66271,89.8
Northern Territory,Northern Territory,State,2019-20,2020,130258,37,8726433506,60000,66993,89.5
Northern Territory,Northern Territory,State,2020-21,2021,130686,37,9123577873,63614,69813,89.6
Northern Territory,Northern Territory,State,2021-22,2022,134490,37,9706822999,66118,72175,89.9
70101,Darwin City,SA3,2017-18,2018,22594,35,1693783946,58336,74969,90.0
70101,Darwin City,SA3,2018-19,2019,21251,35,1521249942,59895,71571,88.9
70101,Darwin City,SA3,2019-20,2020,20968,35,1477056824,60177,70443,88.0
70101,Darwin City,SA3,2020-21,2021,20444,35,1548035229,66662,75721,87.9
70101,Darwin City,SA3,2021-22,2022,20655,35,1628284790,69823,78832,88.2
70102,Darwin Suburbs,SA3,2017-18,2018,33758,38,2322179105,61116,68779,87.3
70102,Darwin Suburbs,SA3,2018-19,2019,33459,38,2317796054,62174,69275,86.8
70102,Darwin Suburbs,SA3,2019-20,2020,32878,38,2313204683,63035,70357,86.4
70102,Darwin Suburbs,SA3,2020-21,2021,33507,38,2443510131,65797,72925,86.9
70102,Darwin Suburbs,SA3,2021-22,2022,34488,38,2606161488,69027,75567,87.6
70103,Litchfield,SA3,2017-18,2018,12653,40,906138268,64379,71592,86.2
70103,Litchfield,SA3,2018-19,2019,12596,41,893127171,65073,70923,85.7
70103,Litchfield,SA3,2019-20,2020,12646,41,902677017,65042,71380,85.4
70103,Litchfield,SA3,2020-21,2021,12718,41,938314390,68650,73778,85.7
70103,Litchfield,SA3,2021-22,2022,13374,41,1027802436,71657,76851,85.4
70104,Palmerston,SA3,2017-18,2018,22915,35,1690880121,66413,73773,93.3
70104,Palmerston,SA3,2018-19,2019,22968,36,1643039455,67056,71545,92.8
70104,Palmerston,SA3,2019-20,2020,22772,36,1619145566,67147,71102,92.0
70104,Palmerston,SA3,2020-21,2021,23453,36,1710823555,69229,72947,92.2
70104,Palmerston,SA3,2021-22,2022,24250,36,1834644652,72053,75655,92.3
70201,Alice Springs,SA3,2017-18,2018,22802,37,1271833451,49793,55782,92.6
70201,Alice Springs,SA3,2018-19,2019,22115,37,1289180371,52692,58294,92.4
70201,Alice Springs,SA3,2019-20,2020,21743,38,1325511478,54112,60963,92.5
70201,Alice Springs,SA3,2020-21,2021,20715,38,1348897561,59602,65117,92.1
70201,Alice Springs,SA3,2021-22,2022,21150,38,1416564115,61595,66977,92.5
70202,Barkly,SA3,2017-18,2018,2195,37,113362436,46252,51646,94.6
70202,Barkly,SA3,2018-19,2019,2160,37,119182441,49874,55254,94.4
70202,Barkly,SA3,2019-20,2020,2231,38,124981054,51838,56020,95.3
70202,Barkly,SA3,2020-21,2021,2200,39,128070985,53908,58214,95.3
70202,Barkly,SA3,2021-22,2022,2248,37,137726924,55916,61266,96.0
70203,Daly - Tiwi - West Arnhem,SA3,2017-18,2018,4150,40,198914415,37190,47966,90.8
70203,Daly - Tiwi - West Arnhem,SA3,2018-19,2019,4111,40,198697209,36683,48380,90.9
70203,Daly - Tiwi - West Arnhem,SA3,2019-20,2020,4066,41,200604994,37662,49337,90.3
70203,Daly - Tiwi - West Arnhem,SA3,2020-21,2021,4101,41,206096571,38341,50255,90.7
70203,Daly - Tiwi - West Arnhem,SA3,2021-22,2022,4285,40,207995072,35505,48540,90.7
70204,East Arnhem,SA3,2017-18,2018,4235,39,263953598,47943,62283,96.2
70204,East Arnhem,SA3,2018-19,2019,4392,39,277327342,48154,63115,95.3
70204,East Arnhem,SA3,2019-20,2020,4414,39,294579849,51783,66738,95.5
70204,East Arnhem,SA3,2020-21,2021,4054,39,289501530,58663,71411,95.4
70204,East Arnhem,SA3,2021-22,2022,4203,38,302763315,59321,72035,95.8
70205,Katherine,SA3,2017-18,2018,8190,36,426211647,46119,52021,92.3
70205,Katherine,SA3,2018-19,2019,8285,36,447871126,47445,54052,92.4
70205,Katherine,SA3,2019-20,2020,8450,36,466948728,49519,55260,92.8
70205,Katherine,SA3,2020-21,2021,8583,36,489423573,51194,57022,92.2
70205,Katherine,SA3,2021-22,2022,8833,36,523883916,53624,59310,92.7
Australia,Australia,Australia,2017-18,2018,244357,37,17837541199,66350,72998,80.5
Australia,Australia,Australia,2018-19,2019,251745,37,18913904573,68333,75131,80.3
Australia,Australia,Australia,2019-20,2020,257766,37,20073867106,70509,77876,80.5
Australia,Australia,Australia,2020-21,2021,262630,37,21262647565,73538,80960,80.6
Australia,Australia,Australia,2021-22,2022,272276,37,22736398942,75675,83505,80.9
80101,Belconnen,SA3,2017-18,2018,57360,37,3838566499,62239,66925,80.0
80101,Belconnen,SA3,2018-19,2019,58508,37,4038131234,64250,69023,79.7
80101,Belconnen,SA3,2019-20,2020,59495,37,4257048697,66371,71553,79.8
80101,Belconnen,SA3,2020-21,2021,60175,37,4486463800,69362,74557,80.0
80101,Belconnen,SA3,2021-22,2022,62318,37,4776321020,71084,76644,80.4
80103,Canberra East,SA3,2017-18,2018,629,43,34414603,48359,54800,80.2
80103,Canberra East,SA3,2018-19,2019,660,44,40213410,55393,61115,79.3
80103,Canberra East,SA3,2019-20,2020,639,43,36780148,50181,57559,78.7
80103,Canberra East,SA3,2020-21,2021,628,43,37937384,54422,60410,78.3
80103,Canberra East,SA3,2021-22,2022,634,42,39134719,56746,61727,78.1
80104,Gungahlin,SA3,2017-18,2018,47102,36,3370796601,66279,71565,87.3
80104,Gungahlin,SA3,2018-19,2019,49554,36,3619277711,67615,73036,86.8
80104,Gungahlin,SA3,2019-20,2020,51543,37,3864837086,69189,74983,86.8
80104,Gungahlin,SA3,2020-21,2021,52996,37,4114381445,71441,77636,86.8
80104,Gungahlin,SA3,2021-22,2022,55167,37,4393734211,73276,79644,87.0
80105,North Canberra,SA3,2017-18,2018,32650,34,2400024377,65505,73512,81.7
80105,North Canberra,SA3,2018-19,2019,33667,34,2553531202,67758,75838,81.2
80105,North Canberra,SA3,2019-20,2020,35161,34,2781189026,70359,79099,81.4
80105,North Canberra,SA3,2020-21,2021,36126,34,3020228924,74579,83603,81.7
80105,North Canberra,SA3,2021-22,2022,38120,34,3294002270,77109,86411,82.4
80106,South Canberra,SA3,2017-18,2018,17637,39,1656918243,78396,93962,72.7
80106,South Canberra,SA3,2018-19,2019,18184,39,1756825368,81126,96624,73.0
80106,South Canberra,SA3,2019-20,2020,18487,39,1856328082,84115,100413,72.9
80106,South Canberra,SA3,2020-21,2021,18660,39,1937548574,87432,103834,73.0
80106,South Canberra,SA3,2021-22,2022,19130,39,2060445685,90675,107708,73.0
80107,Tuggeranong,SA3,2017-18,2018,51633,40,3581279279,65155,69358,81.6
80107,Tuggeranong,SA3,2018-19,2019,52334,40,3733725394,66875,71343,81.2
80107,Tuggeranong,SA3,2019-20,2020,52200,39,3862829784,69557,74001,81.1
80107,Tuggeranong,SA3,2020-21,2021,51962,39,3957940252,72142,76170,80.7
80107,Tuggeranong,SA3,2021-22,2022,52446,39,4114906547,73982,78460,80.7
80108,Weston Creek,SA3,2017-18,2018,12596,41,973841648,71083,77301,72.9
80108,Weston Creek,SA3,2018-19,2019,12834,41,1027567238,72940,80066,73.2
80108,Weston Creek,SA3,2019-20,2020,12895,41,1074166694,75746,83301,73.2
80108,Weston Creek,SA3,2020-21,2021,13028,41,1128128000,79619,86593,74.0
80108,Weston Creek,SA3,2021-22,2022,13294,41,1182759702,81533,88969,74.5
80109,Woden Valley,SA3,2017-18,2018,20380,40,1638371800,68934,80411,73.9
80109,Woden Valley,SA3,2018-19,2019,20912,39,1729374591,71414,82694,73.7
80109,Woden Valley,SA3,2019-20,2020,21391,39,1840852164,73904,86057,74.5
80109,Woden Valley,SA3,2020-21,2021,22140,39,1981179762,76853,89484,75.2
80109,Woden Valley,SA3,2021-22,2022,23059,38,2140677006,79919,92835,75.5
80110,Molonglo,SA3,2017-18,2018,3972,34,314619157,75419,79229,90.5
80110,Molonglo,SA3,2018-19,2019,4711,35,387612610,77642,82243,90.3
80110,Molonglo,SA3,2019-20,2020,5597,35,472422528,80161,84406,90.2
80110,Molonglo,SA3,2020-21,2021,6537,35,570968754,81580,87344,90.1
80110,Molonglo,SA3,2021-22,2022,7715,35,702573762,84464,91066,89.8
80111,Uriarra - Namadgi,SA3,2017-18,2018,374,37,24215943,57823,65448,85.4
80111,Uriarra - Namadgi,SA3,2018-19,2019,353,38,25760566,65871,72158,83.4
80111,Uriarra - Namadgi,SA3,2019-20,2020,345,38,25865584,69343,74973,82.9
80111,Uriarra - Namadgi,SA3,2020-21,2021,334,39,25649778,71997,76796,80.8
80111,Uriarra - Namadgi,SA3,2021-22,2022,358,39,27881016,73306,77880,79.5
